"Hero","Hero","Games","W","L","Win %","Name","Name"
"nevermore","vengefulspirit","39","25","14","0.641","Shadow Fiend","Vengeful Spirit"
"spirit_breaker","undying","39","18","21","0.462","Spirit Breaker","Undying"
"night_stalker","ancient_apparition","38","15","23","0.395","Night Stalker","Ancient Apparition"
"dark_seer","bounty_hunter","38","17","21","0.447","Dark Seer","Bounty Hunter"
"earthshaker","windrunner","38","15","23","0.395","Earthshaker","Windranger"
"bane","invoker","38","18","20","0.474","Bane","Invoker"
"night_stalker","undying","38","23","15","0.605","Night Stalker","Undying"
"juggernaut","slardar","38","20","18","0.526","Juggernaut","Slardar"
"bane","spirit_breaker","38","19","19","0.500","Bane","Spirit Breaker"
"beastmaster","winter_wyvern","37","18","19","0.486","Beastmaster","Winter Wyvern"
"nevermore","phantom_lancer","37","21","16","0.568","Shadow Fiend","Phantom Lancer"
"windrunner","doom_bringer","37","17","20","0.459","Windranger","Doom"
"bounty_hunter","winter_wyvern","37","24","13","0.649","Bounty Hunter","Winter Wyvern"
"tiny","dark_seer","37","24","13","0.649","Tiny","Dark Seer"
"juggernaut","night_stalker","37","18","19","0.486","Juggernaut","Night Stalker"
"juggernaut","undying","37","22","15","0.595","Juggernaut","Undying"
"slardar","viper","37","25","12","0.676","Slardar","Viper"
"earthshaker","juggernaut","37","30","7","0.811","Earthshaker","Juggernaut"
"slardar","alchemist","37","18","19","0.486","Slardar","Alchemist"
"nevermore","doom_bringer","36","24","12","0.667","Shadow Fiend","Doom"
"bounty_hunter","tusk","36","18","18","0.500","Bounty Hunter","Tusk"
"nevermore","lina","36","21","15","0.583","Shadow Fiend","Lina"
"lion","dark_seer","36","14","22","0.389","Lion","Dark Seer"
"phantom_lancer","winter_wyvern","36","19","17","0.528","Phantom Lancer","Winter Wyvern"
"bane","ancient_apparition","36","24","12","0.667","Bane","Ancient Apparition"
"templar_assassin","ember_spirit","36","17","19","0.472","Templar Assassin","Ember Spirit"
"bane","rattletrap","36","20","16","0.556","Bane","Clockwerk"
"juggernaut","dark_seer","36","20","16","0.556","Juggernaut","Dark Seer"
"nevermore","lich","36","20","16","0.556","Shadow Fiend","Lich"
"templar_assassin","spirit_breaker","35","17","18","0.486","Templar Assassin","Spirit Breaker"
"bane","windrunner","35","17","18","0.486","Bane","Windranger"
"ancient_apparition","spirit_breaker","35","18","17","0.514","Ancient Apparition","Spirit Breaker"
"lina","night_stalker","35","11","24","0.314","Lina","Night Stalker"
"bane","earthshaker","35","20","15","0.571","Bane","Earthshaker"
"tiny","night_stalker","35","17","18","0.486","Tiny","Night Stalker"
"antimage","dazzle","34","17","17","0.500","Anti Mage","Dazzle"
"phantom_lancer","dark_seer","34","15","19","0.441","Phantom Lancer","Dark Seer"
"alchemist","rubick","34","17","17","0.500","Alchemist","Rubick"
"razor","slardar","34","19","15","0.559","Razor","Slardar"
"doom_bringer","disruptor","34","19","15","0.559","Doom","Disruptor"
"tiny","lich","34","19","15","0.559","Tiny","Lich"
"undying","disruptor","34","18","16","0.529","Undying","Disruptor"
"templar_assassin","undying","33","22","11","0.667","Templar Assassin","Undying"
"rattletrap","rubick","33","14","19","0.424","Clockwerk","Rubick"
"disruptor","winter_wyvern","33","16","17","0.485","Disruptor","Winter Wyvern"
"queenofpain","broodmother","33","16","17","0.485","Queen of Pain","Broodmother"
"queenofpain","ogre_magi","33","14","19","0.424","Queen of Pain","Ogre Magi"
"spirit_breaker","disruptor","33","9","24","0.273","Spirit Breaker","Disruptor"
"lich","gyrocopter","33","18","15","0.545","Lich","Gyrocopter"
"razor","dazzle","32","16","16","0.500","Razor","Dazzle"
"queenofpain","wisp","32","19","13","0.594","Queen of Pain","Io"
"wisp","ember_spirit","32","13","19","0.406","Io","Ember Spirit"
