"Hero","Hero","Games","W","L","Win %","Name","Name"
"rattletrap","obsidian_destroyer","59","26","33","0.441","Clockwerk","Outworld Devourer"
"venomancer","life_stealer","59","25","34","0.424","Venomancer","Lifestealer"
"weaver","visage","58","27","31","0.466","Weaver","Visage"
"venomancer","alchemist","58","32","26","0.552","Venomancer","Alchemist"
"furion","life_stealer","56","30","26","0.536","Natures Prophet","Lifestealer"
"venomancer","dragon_knight","56","34","22","0.607","Venomancer","Dragon Knight"
"mirana","lich","56","25","31","0.446","Mirana","Lich"
"weaver","shredder","55","28","27","0.509","Weaver","Timbersaw"
"storm_spirit","rattletrap","55","31","24","0.564","Storm Spirit","Clockwerk"
"rattletrap","invoker","55","30","25","0.545","Clockwerk","Invoker"
"rubick","nyx_assassin","54","28","26","0.519","Rubick","Nyx Assassin"
"luna","rattletrap","54","29","25","0.537","Luna","Clockwerk"
"puck","life_stealer","53","31","22","0.585","Puck","Lifestealer"
"mirana","shadow_demon","52","22","30","0.423","Mirana","Shadow Demon"
"weaver","rubick","52","27","25","0.519","Weaver","Rubick"
"alchemist","shredder","52","26","26","0.500","Alchemist","Timbersaw"
"mirana","furion","51","28","23","0.549","Mirana","Natures Prophet"
"rubick","elder_titan","51","29","22","0.569","Rubick","Elder Titan"
"lich","life_stealer","51","28","23","0.549","Lich","Lifestealer"
"life_stealer","chen","50","29","21","0.580","Lifestealer","Chen"
"windrunner","life_stealer","50","22","28","0.440","Windranger","Lifestealer"
"dragon_knight","rubick","49","27","22","0.551","Dragon Knight","Rubick"
"luna","furion","49","24","25","0.490","Luna","Natures Prophet"
"invoker","visage","48","26","22","0.542","Invoker","Visage"
"visage","elder_titan","48","29","19","0.604","Visage","Elder Titan"
"crystal_maiden","gyrocopter","47","23","24","0.489","Crystal Maiden","Gyrocopter"
"windrunner","venomancer","47","27","20","0.574","Windranger","Venomancer"
"lone_druid","visage","47","28","19","0.596","Lone Druid","Visage"
"gyrocopter","visage","46","20","26","0.435","Gyrocopter","Visage"
"pugna","rattletrap","46","26","20","0.565","Pugna","Clockwerk"
"venomancer","bounty_hunter","46","27","19","0.587","Venomancer","Bounty Hunter"
"crystal_maiden","venomancer","46","24","22","0.522","Crystal Maiden","Venomancer"
"crystal_maiden","doom_bringer","45","30","15","0.667","Crystal Maiden","Doom"
"rattletrap","clinkz","45","27","18","0.600","Clockwerk","Clinkz"
"venomancer","shredder","45","21","24","0.467","Venomancer","Timbersaw"
"crystal_maiden","clinkz","45","25","20","0.556","Crystal Maiden","Clinkz"
"crystal_maiden","earthshaker","45","18","27","0.400","Crystal Maiden","Earthshaker"
"crystal_maiden","night_stalker","45","20","25","0.444","Crystal Maiden","Night Stalker"
"crystal_maiden","naga_siren","45","22","23","0.489","Crystal Maiden","Naga Siren"
"doom_bringer","visage","45","20","25","0.444","Doom","Visage"
"storm_spirit","venomancer","44","27","17","0.614","Storm Spirit","Venomancer"
"obsidian_destroyer","rubick","44","21","23","0.477","Outworld Devourer","Rubick"
"windrunner","visage","44","22","22","0.500","Windranger","Visage"
"crystal_maiden","viper","44","15","29","0.341","Crystal Maiden","Viper"
"mirana","obsidian_destroyer","44","17","27","0.386","Mirana","Outworld Devourer"
"chen","shredder","44","27","17","0.614","Chen","Timbersaw"
"venomancer","rubick","43","26","17","0.605","Venomancer","Rubick"
"mirana","invoker","43","23","20","0.535","Mirana","Invoker"
"bane","rattletrap","43","23","20","0.535","Bane","Clockwerk"
"rubick","bristleback","43","27","16","0.628","Rubick","Bristleback"
"windrunner","weaver","43","13","30","0.302","Windranger","Weaver"
"windrunner","shredder","43","21","22","0.488","Windranger","Timbersaw"
"life_stealer","shredder","43","25","18","0.581","Lifestealer","Timbersaw"
"mirana","windrunner","43","19","24","0.442","Mirana","Windranger"
"batrider","visage","42","20","22","0.476","Batrider","Visage"
"leshrac","rubick","42","22","20","0.524","Leshrac","Rubick"
"windrunner","alchemist","42","19","23","0.452","Windranger","Alchemist"
"crystal_maiden","dark_seer","41","15","26","0.366","Crystal Maiden","Dark Seer"
"rattletrap","enchantress","41","21","20","0.512","Clockwerk","Enchantress"
"luna","elder_titan","41","29","12","0.707","Luna","Elder Titan"
"puck","furion","41","22","19","0.537","Puck","Natures Prophet"
"pugna","rubick","40","26","14","0.650","Pugna","Rubick"
"weaver","abaddon","40","21","19","0.525","Weaver","Abaddon"
"luna","shredder","40","23","17","0.575","Luna","Timbersaw"
"mirana","elder_titan","40","21","19","0.525","Mirana","Elder Titan"
"crystal_maiden","pugna","40","23","17","0.575","Crystal Maiden","Pugna"
"storm_spirit","chen","40","24","16","0.600","Storm Spirit","Chen"
"puck","rubick","40","16","24","0.400","Puck","Rubick"
"windrunner","rubick","40","20","20","0.500","Windranger","Rubick"
"bounty_hunter","visage","39","20","19","0.513","Bounty Hunter","Visage"
"furion","naga_siren","39","20","19","0.513","Natures Prophet","Naga Siren"
"crystal_maiden","lone_druid","39","17","22","0.436","Crystal Maiden","Lone Druid"
"dragon_knight","shredder","39","20","19","0.513","Dragon Knight","Timbersaw"
"venomancer","gyrocopter","39","27","12","0.692","Venomancer","Gyrocopter"
"mirana","doom_bringer","39","22","17","0.564","Mirana","Doom"
"venomancer","luna","39","21","18","0.538","Venomancer","Luna"
"night_stalker","visage","39","18","21","0.462","Night Stalker","Visage"
"tiny","wisp","38","28","10","0.737","Tiny","Io"
"furion","invoker","38","24","14","0.632","Natures Prophet","Invoker"
"earthshaker","rattletrap","38","19","19","0.500","Earthshaker","Clockwerk"
"crystal_maiden","lich","38","14","24","0.368","Crystal Maiden","Lich"
"venomancer","nyx_assassin","38","23","15","0.605","Venomancer","Nyx Assassin"
"mirana","puck","38","15","23","0.395","Mirana","Puck"
"alchemist","invoker","38","24","14","0.632","Alchemist","Invoker"
"earthshaker","mirana","37","21","16","0.568","Earthshaker","Mirana"
"dragon_knight","rattletrap","37","19","18","0.514","Dragon Knight","Clockwerk"
"naga_siren","visage","37","16","21","0.432","Naga Siren","Visage"
"puck","alchemist","37","17","20","0.459","Puck","Alchemist"
"furion","chen","37","20","17","0.541","Natures Prophet","Chen"
"luna","nyx_assassin","37","25","12","0.676","Luna","Nyx Assassin"
"venomancer","invoker","37","22","15","0.595","Venomancer","Invoker"
"mirana","chen","37","18","19","0.486","Mirana","Chen"
"crystal_maiden","magnataur","36","15","21","0.417","Crystal Maiden","Magnus"
"crystal_maiden","abaddon","36","24","12","0.667","Crystal Maiden","Abaddon"
"life_stealer","bounty_hunter","36","15","21","0.417","Lifestealer","Bounty Hunter"
"crystal_maiden","juggernaut","36","17","19","0.472","Crystal Maiden","Juggernaut"
"venomancer","batrider","36","16","20","0.444","Venomancer","Batrider"
"bounty_hunter","rubick","36","21","15","0.583","Bounty Hunter","Rubick"
"shadow_demon","shredder","36","16","20","0.444","Shadow Demon","Timbersaw"
"crystal_maiden","enchantress","36","14","22","0.389","Crystal Maiden","Enchantress"
"invoker","rubick","36","22","14","0.611","Invoker","Rubick"
"visage","bristleback","36","17","19","0.472","Visage","Bristleback"
"dragon_knight","furion","36","21","15","0.583","Dragon Knight","Natures Prophet"
"chen","alchemist","36","25","11","0.694","Chen","Alchemist"
"rattletrap","nyx_assassin","35","15","20","0.429","Clockwerk","Nyx Assassin"
"crystal_maiden","kunkka","35","22","13","0.629","Crystal Maiden","Kunkka"
"doom_bringer","rubick","35","20","15","0.571","Doom","Rubick"
"mirana","life_stealer","35","16","19","0.457","Mirana","Lifestealer"
"storm_spirit","rubick","35","21","14","0.600","Storm Spirit","Rubick"
"weaver","elder_titan","35","19","16","0.543","Weaver","Elder Titan"
"luna","alchemist","35","19","16","0.543","Luna","Alchemist"
"rattletrap","naga_siren","35","13","22","0.371","Clockwerk","Naga Siren"
"gyrocopter","rubick","34","16","18","0.471","Gyrocopter","Rubick"
"crystal_maiden","batrider","34","16","18","0.471","Crystal Maiden","Batrider"
"dragon_knight","chen","34","21","13","0.618","Dragon Knight","Chen"
"storm_spirit","alchemist","34","20","14","0.588","Storm Spirit","Alchemist"
"crystal_maiden","wisp","34","23","11","0.676","Crystal Maiden","Io"
"windrunner","lich","34","18","16","0.529","Windranger","Lich"
"naga_siren","shredder","34","8","26","0.235","Naga Siren","Timbersaw"
"pugna","visage","34","17","17","0.500","Pugna","Visage"
"luna","chen","34","23","11","0.676","Luna","Chen"
"bounty_hunter","alchemist","34","21","13","0.618","Bounty Hunter","Alchemist"
"furion","enchantress","34","19","15","0.559","Natures Prophet","Enchantress"
"puck","venomancer","33","16","17","0.485","Puck","Venomancer"
"viper","rubick","33","12","21","0.364","Viper","Rubick"
"juggernaut","visage","33","21","12","0.636","Juggernaut","Visage"
"storm_spirit","elder_titan","33","24","9","0.727","Storm Spirit","Elder Titan"
"furion","weaver","33","13","20","0.394","Natures Prophet","Weaver"
"life_stealer","alchemist","33","15","18","0.455","Lifestealer","Alchemist"
"mirana","nyx_assassin","33","14","19","0.424","Mirana","Nyx Assassin"
"life_stealer","elder_titan","33","21","12","0.636","Lifestealer","Elder Titan"
"venomancer","bristleback","33","15","18","0.455","Venomancer","Bristleback"
"earthshaker","shredder","33","19","14","0.576","Earthshaker","Timbersaw"
"venomancer","elder_titan","32","17","15","0.531","Venomancer","Elder Titan"
"alchemist","bristleback","32","20","12","0.625","Alchemist","Bristleback"
"life_stealer","invoker","32","20","12","0.625","Lifestealer","Invoker"
"enchantress","rubick","32","14","18","0.438","Enchantress","Rubick"
"dragon_knight","weaver","32","17","15","0.531","Dragon Knight","Weaver"
"mirana","storm_spirit","32","17","15","0.531","Mirana","Storm Spirit"
"dragon_knight","enchantress","32","13","19","0.406","Dragon Knight","Enchantress"
"dragon_knight","elder_titan","32","16","16","0.500","Dragon Knight","Elder Titan"
"nevermore","rattletrap","32","15","17","0.469","Shadow Fiend","Clockwerk"
"venomancer","obsidian_destroyer","32","14","18","0.438","Venomancer","Outworld Devourer"
"luna","dragon_knight","32","17","15","0.531","Luna","Dragon Knight"
"mirana","batrider","32","13","19","0.406","Mirana","Batrider"
"weaver","chen","31","16","15","0.516","Weaver","Chen"
"earthshaker","weaver","31","15","16","0.484","Earthshaker","Weaver"
"bane","alchemist","31","19","12","0.613","Bane","Alchemist"
"storm_spirit","nyx_assassin","31","22","9","0.710","Storm Spirit","Nyx Assassin"
"crystal_maiden","queenofpain","31","17","14","0.548","Crystal Maiden","Queen of Pain"
"furion","nyx_assassin","31","19","12","0.613","Natures Prophet","Nyx Assassin"
"rattletrap","shadow_demon","31","10","21","0.323","Clockwerk","Shadow Demon"
"storm_spirit","bristleback","31","24","7","0.774","Storm Spirit","Bristleback"
"earthshaker","pugna","31","18","13","0.581","Earthshaker","Pugna"
"life_stealer","nyx_assassin","31","12","19","0.387","Lifestealer","Nyx Assassin"
"life_stealer","enchantress","30","17","13","0.567","Lifestealer","Enchantress"
"obsidian_destroyer","visage","30","11","19","0.367","Outworld Devourer","Visage"
"mirana","dragon_knight","30","14","16","0.467","Mirana","Dragon Knight"
"pugna","dragon_knight","30","18","12","0.600","Pugna","Dragon Knight"
"windrunner","furion","30","15","15","0.500","Windranger","Natures Prophet"
"alchemist","lone_druid","29","14","15","0.483","Alchemist","Lone Druid"
"pugna","chen","29","16","13","0.552","Pugna","Chen"
"lich","shredder","29","12","17","0.414","Lich","Timbersaw"
"chen","obsidian_destroyer","29","13","16","0.448","Chen","Outworld Devourer"
"furion","night_stalker","29","14","15","0.483","Natures Prophet","Night Stalker"
"batrider","rubick","29","12","17","0.414","Batrider","Rubick"
"viper","rattletrap","29","12","17","0.414","Viper","Clockwerk"
"pugna","furion","29","15","14","0.517","Pugna","Natures Prophet"
"puck","weaver","29","11","18","0.379","Puck","Weaver"
"luna","enchantress","29","18","11","0.621","Luna","Enchantress"
"leshrac","shadow_demon","28","15","13","0.536","Leshrac","Shadow Demon"
"lone_druid","rubick","28","17","11","0.607","Lone Druid","Rubick"
"crystal_maiden","nevermore","28","16","12","0.571","Crystal Maiden","Shadow Fiend"
"weaver","nyx_assassin","28","13","15","0.464","Weaver","Nyx Assassin"
"clinkz","visage","28","18","10","0.643","Clinkz","Visage"
"enchantress","visage","28","20","8","0.714","Enchantress","Visage"
"clinkz","alchemist","28","15","13","0.536","Clinkz","Alchemist"
"storm_spirit","weaver","28","12","16","0.429","Storm Spirit","Weaver"
"weaver","invoker","28","14","14","0.500","Weaver","Invoker"
"venomancer","pugna","28","15","13","0.536","Venomancer","Pugna"
"venomancer","night_stalker","28","18","10","0.643","Venomancer","Night Stalker"
"crystal_maiden","templar_assassin","28","18","10","0.643","Crystal Maiden","Templar Assassin"
"crystal_maiden","razor","28","13","15","0.464","Crystal Maiden","Razor"
"gyrocopter","shredder","28","8","20","0.286","Gyrocopter","Timbersaw"
"antimage","visage","28","12","16","0.429","Anti Mage","Visage"
"puck","lich","28","12","16","0.429","Puck","Lich"
"weaver","batrider","28","18","10","0.643","Weaver","Batrider"
"mirana","weaver","28","11","17","0.393","Mirana","Weaver"
"alchemist","nyx_assassin","28","19","9","0.679","Alchemist","Nyx Assassin"
"dark_seer","visage","28","13","15","0.464","Dark Seer","Visage"
