"Hero","Hero","Games","W","L","Win %","Name","Name"
"centaur","ember_spirit","52","23","29","0.442","Centaur Warrunner","Ember Spirit"
"doom_bringer","skywrath_mage","51","18","33","0.353","Doom","Skywrath Mage"
"tidehunter","elder_titan","51","28","23","0.549","Tidehunter","Elder Titan"
"storm_spirit","ogre_magi","51","19","32","0.373","Storm Spirit","Ogre Magi"
"zuus","ogre_magi","51","36","15","0.706","Zeus","Ogre Magi"
"wisp","skywrath_mage","51","18","33","0.353","Io","Skywrath Mage"
"earthshaker","viper","50","21","29","0.420","Earthshaker","Viper"
"doom_bringer","ogre_magi","50","21","29","0.420","Doom","Ogre Magi"
"viper","centaur","50","25","25","0.500","Viper","Centaur Warrunner"
"tidehunter","slark","50","23","27","0.460","Tidehunter","Slark"
"antimage","ogre_magi","50","22","28","0.440","Anti Mage","Ogre Magi"
"elder_titan","ember_spirit","49","24","25","0.490","Elder Titan","Ember Spirit"
"spectre","skywrath_mage","49","17","32","0.347","Spectre","Skywrath Mage"
"sand_king","tidehunter","49","24","25","0.490","Sand King","Tidehunter"
"doom_bringer","brewmaster","49","27","22","0.551","Doom","Brewmaster"
"mirana","faceless_void","49","27","22","0.551","Mirana","Faceless Void"
"ogre_magi","magnataur","48","25","23","0.521","Ogre Magi","Magnus"
"templar_assassin","skywrath_mage","48","19","29","0.396","Templar Assassin","Skywrath Mage"
"puck","wisp","48","27","21","0.563","Puck","Io"
"earthshaker","jakiro","48","20","28","0.417","Earthshaker","Jakiro"
"puck","jakiro","48","19","29","0.396","Puck","Jakiro"
"death_prophet","centaur","47","21","26","0.447","Death Prophet","Centaur Warrunner"
"ancient_apparition","ember_spirit","47","30","17","0.638","Ancient Apparition","Ember Spirit"
"jakiro","slark","47","27","20","0.574","Jakiro","Slark"
"vengefulspirit","medusa","47","28","19","0.596","Vengeful Spirit","Medusa"
"razor","witch_doctor","47","18","29","0.383","Razor","Witch Doctor"
"ancient_apparition","rubick","47","22","25","0.468","Ancient Apparition","Rubick"
"morphling","lich","47","27","20","0.574","Morphling","Lich"
"batrider","brewmaster","47","22","25","0.468","Batrider","Brewmaster"
"vengefulspirit","terrorblade","47","28","19","0.596","Vengeful Spirit","Terrorblade"
"puck","faceless_void","47","27","20","0.574","Puck","Faceless Void"
"naga_siren","skywrath_mage","46","25","21","0.543","Naga Siren","Skywrath Mage"
"razor","batrider","46","18","28","0.391","Razor","Batrider"
"jakiro","centaur","46","24","22","0.522","Jakiro","Centaur Warrunner"
"faceless_void","elder_titan","46","28","18","0.609","Faceless Void","Elder Titan"
"earthshaker","puck","45","22","23","0.489","Earthshaker","Puck"
"earthshaker","brewmaster","45","22","23","0.489","Earthshaker","Brewmaster"
"viper","jakiro","45","22","23","0.489","Viper","Jakiro"
"witch_doctor","lycan","45","23","22","0.511","Witch Doctor","Lycan"
"mirana","razor","45","26","19","0.578","Mirana","Razor"
"invoker","centaur","45","19","26","0.422","Invoker","Centaur Warrunner"
"zuus","skywrath_mage","44","23","21","0.523","Zeus","Skywrath Mage"
"vengefulspirit","zuus","44","28","16","0.636","Vengeful Spirit","Zeus"
"medusa","skywrath_mage","44","25","19","0.568","Medusa","Skywrath Mage"
"rubick","centaur","44","18","26","0.409","Rubick","Centaur Warrunner"
"rubick","skywrath_mage","44","19","25","0.432","Rubick","Skywrath Mage"
"rattletrap","skywrath_mage","44","20","24","0.455","Clockwerk","Skywrath Mage"
"razor","ancient_apparition","44","23","21","0.523","Razor","Ancient Apparition"
"morphling","ogre_magi","44","19","25","0.432","Morphling","Ogre Magi"
"ogre_magi","wisp","44","24","20","0.545","Ogre Magi","Io"
"witch_doctor","centaur","44","20","24","0.455","Witch Doctor","Centaur Warrunner"
"faceless_void","viper","44","22","22","0.500","Faceless Void","Viper"
"storm_spirit","skywrath_mage","44","23","21","0.523","Storm Spirit","Skywrath Mage"
"antimage","vengefulspirit","44","24","20","0.545","Anti Mage","Vengeful Spirit"
"puck","terrorblade","44","21","23","0.477","Puck","Terrorblade"
"razor","rubick","43","15","28","0.349","Razor","Rubick"
"phantom_assassin","ogre_magi","43","22","21","0.512","Phantom Assassin","Ogre Magi"
"faceless_void","ember_spirit","43","21","22","0.488","Faceless Void","Ember Spirit"
"lich","skywrath_mage","43","22","21","0.512","Lich","Skywrath Mage"
"puck","tidehunter","43","24","19","0.558","Puck","Tidehunter"
"skywrath_mage","terrorblade","43","20","23","0.465","Skywrath Mage","Terrorblade"
"earthshaker","vengefulspirit","43","19","24","0.442","Earthshaker","Vengeful Spirit"
"furion","ogre_magi","43","23","20","0.535","Natures Prophet","Ogre Magi"
"mirana","centaur","42","22","20","0.524","Mirana","Centaur Warrunner"
"brewmaster","naga_siren","42","25","17","0.595","Brewmaster","Naga Siren"
"tidehunter","visage","42","21","21","0.500","Tidehunter","Visage"
"rattletrap","ogre_magi","42","16","26","0.381","Clockwerk","Ogre Magi"
"sand_king","brewmaster","41","20","21","0.488","Sand King","Brewmaster"
"tidehunter","disruptor","41","24","17","0.585","Tidehunter","Disruptor"
"mirana","brewmaster","41","27","14","0.659","Mirana","Brewmaster"
"mirana","viper","41","28","13","0.683","Mirana","Viper"
"sand_king","centaur","41","19","22","0.463","Sand King","Centaur Warrunner"
"ogre_magi","shredder","41","18","23","0.439","Ogre Magi","Timbersaw"
"vengefulspirit","doom_bringer","41","21","20","0.512","Vengeful Spirit","Doom"
"slark","centaur","41","16","25","0.390","Slark","Centaur Warrunner"
"brewmaster","centaur","41","26","15","0.634","Brewmaster","Centaur Warrunner"
"vengefulspirit","naga_siren","41","28","13","0.683","Vengeful Spirit","Naga Siren"
"morphling","vengefulspirit","40","23","17","0.575","Morphling","Vengeful Spirit"
"tidehunter","brewmaster","40","26","14","0.650","Tidehunter","Brewmaster"
"puck","doom_bringer","40","16","24","0.400","Puck","Doom"
"mirana","skywrath_mage","40","18","22","0.450","Mirana","Skywrath Mage"
"mirana","death_prophet","40","25","15","0.625","Mirana","Death Prophet"
"puck","brewmaster","40","22","18","0.550","Puck","Brewmaster"
"tidehunter","naga_siren","40","26","14","0.650","Tidehunter","Naga Siren"
"puck","slark","40","21","19","0.525","Puck","Slark"
"templar_assassin","ogre_magi","40","23","17","0.575","Templar Assassin","Ogre Magi"
"puck","witch_doctor","40","20","20","0.500","Puck","Witch Doctor"
"puck","centaur","40","12","28","0.300","Puck","Centaur Warrunner"
"earthshaker","batrider","39","19","20","0.487","Earthshaker","Batrider"
"jakiro","invoker","39","20","19","0.513","Jakiro","Invoker"
"slark","elder_titan","39","20","19","0.513","Slark","Elder Titan"
"death_prophet","slark","39","24","15","0.615","Death Prophet","Slark"
"antimage","brewmaster","39","22","17","0.564","Anti Mage","Brewmaster"
"earthshaker","ancient_apparition","39","17","22","0.436","Earthshaker","Ancient Apparition"
"batrider","naga_siren","38","21","17","0.553","Batrider","Naga Siren"
"ogre_magi","visage","38","20","18","0.526","Ogre Magi","Visage"
"death_prophet","ancient_apparition","38","21","17","0.553","Death Prophet","Ancient Apparition"
"lycan","visage","38","18","20","0.474","Lycan","Visage"
"brewmaster","shadow_demon","38","16","22","0.421","Brewmaster","Shadow Demon"
"furion","jakiro","38","20","18","0.526","Natures Prophet","Jakiro"
"phantom_assassin","elder_titan","38","24","14","0.632","Phantom Assassin","Elder Titan"
"storm_spirit","vengefulspirit","38","20","18","0.526","Storm Spirit","Vengeful Spirit"
"zuus","elder_titan","38","20","18","0.526","Zeus","Elder Titan"
"razor","elder_titan","38","18","20","0.474","Razor","Elder Titan"
"brewmaster","slark","37","18","19","0.486","Brewmaster","Slark"
"vengefulspirit","legion_commander","37","21","16","0.568","Vengeful Spirit","Legion Commander"
"batrider","rubick","37","19","18","0.514","Batrider","Rubick"
"morphling","brewmaster","37","23","14","0.622","Morphling","Brewmaster"
"lich","brewmaster","37","21","16","0.568","Lich","Brewmaster"
"earthshaker","slark","37","22","15","0.595","Earthshaker","Slark"
"morphling","centaur","37","19","18","0.514","Morphling","Centaur Warrunner"
"earthshaker","ember_spirit","37","12","25","0.324","Earthshaker","Ember Spirit"
"tidehunter","medusa","36","17","19","0.472","Tidehunter","Medusa"
"tidehunter","spectre","36","19","17","0.528","Tidehunter","Spectre"
"enigma","brewmaster","36","23","13","0.639","Enigma","Brewmaster"
"vengefulspirit","witch_doctor","36","16","20","0.444","Vengeful Spirit","Witch Doctor"
"tidehunter","skeleton_king","36","15","21","0.417","Tidehunter","Wraith King"
"ogre_magi","elder_titan","36","18","18","0.500","Ogre Magi","Elder Titan"
"sand_king","death_prophet","36","20","16","0.556","Sand King","Death Prophet"
"vengefulspirit","enigma","36","25","11","0.694","Vengeful Spirit","Enigma"
"vengefulspirit","venomancer","36","28","8","0.778","Vengeful Spirit","Venomancer"
"brewmaster","wisp","36","21","15","0.583","Brewmaster","Io"
"earthshaker","faceless_void","36","17","19","0.472","Earthshaker","Faceless Void"
"centaur","terrorblade","35","12","23","0.343","Centaur Warrunner","Terrorblade"
"puck","visage","35","17","18","0.486","Puck","Visage"
"sand_king","viper","35","16","19","0.457","Sand King","Viper"
"earthshaker","furion","35","12","23","0.343","Earthshaker","Natures Prophet"
"drow_ranger","puck","35","21","14","0.600","Drow Ranger","Puck"
"ogre_magi","rubick","35","21","14","0.600","Ogre Magi","Rubick"
"death_prophet","batrider","35","19","16","0.543","Death Prophet","Batrider"
"jakiro","batrider","35","18","17","0.514","Jakiro","Batrider"
"ancient_apparition","slark","35","20","15","0.571","Ancient Apparition","Slark"
"viper","batrider","35","13","22","0.371","Viper","Batrider"
"wisp","legion_commander","35","20","15","0.571","Io","Legion Commander"
"witch_doctor","ember_spirit","35","20","15","0.571","Witch Doctor","Ember Spirit"
"zuus","tidehunter","35","20","15","0.571","Zeus","Tidehunter"
