"Hero","Hero","Games","W","L","Win %","Name","Name"
"viper","rubick","35","15","20","0.429","Viper","Rubick"
"storm_spirit","luna","35","22","13","0.629","Storm Spirit","Luna"
"crystal_maiden","doom_bringer","35","21","14","0.600","Crystal Maiden","Doom"
"ancient_apparition","lycan","35","21","14","0.600","Ancient Apparition","Lycan"
"storm_spirit","enchantress","35","14","21","0.400","Storm Spirit","Enchantress"
"morphling","rubick","35","15","20","0.429","Morphling","Rubick"
"dazzle","treant","35","17","18","0.486","Dazzle","Treant Protector"
"shadow_shaman","naga_siren","35","18","17","0.514","Shadow Shaman","Naga Siren"
"rattletrap","shadow_demon","34","17","17","0.500","Clockwerk","Shadow Demon"
"sand_king","storm_spirit","34","16","18","0.471","Sand King","Storm Spirit"
"crystal_maiden","life_stealer","34","11","23","0.324","Crystal Maiden","Lifestealer"
"templar_assassin","batrider","34","19","15","0.559","Templar Assassin","Batrider"
"dragon_knight","rubick","34","16","18","0.471","Dragon Knight","Rubick"
"doom_bringer","disruptor","34","18","16","0.529","Doom","Disruptor"
"venomancer","nyx_assassin","34","19","15","0.559","Venomancer","Nyx Assassin"
"luna","disruptor","34","16","18","0.471","Luna","Disruptor"
"puck","shadow_demon","34","15","19","0.441","Puck","Shadow Demon"
"life_stealer","centaur","34","12","22","0.353","Lifestealer","Centaur Warrunner"
"dazzle","chen","34","18","16","0.529","Dazzle","Chen"
"disruptor","centaur","34","17","17","0.500","Disruptor","Centaur Warrunner"
"rubick","shredder","34","11","23","0.324","Rubick","Timbersaw"
"bane","life_stealer","34","20","14","0.588","Bane","Lifestealer"
"dragon_knight","furion","34","17","17","0.500","Dragon Knight","Natures Prophet"
"sand_king","rattletrap","34","12","22","0.353","Sand King","Clockwerk"
"storm_spirit","shadow_shaman","34","15","19","0.441","Storm Spirit","Shadow Shaman"
"invoker","slark","34","11","23","0.324","Invoker","Slark"
"luna","enchantress","33","19","14","0.576","Luna","Enchantress"
"furion","doom_bringer","33","17","16","0.515","Natures Prophet","Doom"
