"Hero","Hero","Games","W","L","Win %","Name","Name"
"razor","skeleton_king","72","47","25","0.653","Razor","Wraith King"
"furion","rubick","72","37","35","0.514","Natures Prophet","Rubick"
"brewmaster","rubick","71","35","36","0.493","Brewmaster","Rubick"
"sand_king","skywrath_mage","70","38","32","0.543","Sand King","Skywrath Mage"
"faceless_void","death_prophet","70","43","27","0.614","Faceless Void","Death Prophet"
"faceless_void","invoker","70","31","39","0.443","Faceless Void","Invoker"
"razor","centaur","69","33","36","0.478","Razor","Centaur Warrunner"
"mirana","skeleton_king","68","33","35","0.485","Mirana","Wraith King"
"earthshaker","mirana","68","34","34","0.500","Earthshaker","Mirana"
"shadow_shaman","death_prophet","68","42","26","0.618","Shadow Shaman","Death Prophet"
"earthshaker","doom_bringer","68","38","30","0.559","Earthshaker","Doom"
"shadow_shaman","faceless_void","67","36","31","0.537","Shadow Shaman","Faceless Void"
"razor","tidehunter","67","31","36","0.463","Razor","Tidehunter"
"viper","centaur","66","31","35","0.470","Viper","Centaur Warrunner"
"razor","furion","66","45","21","0.682","Razor","Natures Prophet"
"puck","skywrath_mage","65","31","34","0.477","Puck","Skywrath Mage"
"bane","mirana","64","37","27","0.578","Bane","Mirana"
"mirana","viper","64","36","28","0.563","Mirana","Viper"
"earthshaker","death_prophet","63","40","23","0.635","Earthshaker","Death Prophet"
"earthshaker","viper","63","31","32","0.492","Earthshaker","Viper"
"tidehunter","death_prophet","62","34","28","0.548","Tidehunter","Death Prophet"
"shadow_shaman","batrider","62","32","30","0.516","Shadow Shaman","Batrider"
"mirana","invoker","61","32","29","0.525","Mirana","Invoker"
"viper","furion","61","33","28","0.541","Viper","Natures Prophet"
"ancient_apparition","rubick","60","33","27","0.550","Ancient Apparition","Rubick"
"earthshaker","razor","60","23","37","0.383","Earthshaker","Razor"
"mirana","doom_bringer","60","36","24","0.600","Mirana","Doom"
"viper","rubick","60","26","34","0.433","Viper","Rubick"
"witch_doctor","faceless_void","59","29","30","0.492","Witch Doctor","Faceless Void"
"mirana","batrider","59","33","26","0.559","Mirana","Batrider"
"batrider","rubick","59","28","31","0.475","Batrider","Rubick"
"shadow_shaman","ember_spirit","59","31","28","0.525","Shadow Shaman","Ember Spirit"
"mirana","centaur","59","33","26","0.559","Mirana","Centaur Warrunner"
"shadow_shaman","invoker","58","26","32","0.448","Shadow Shaman","Invoker"
"enigma","skywrath_mage","58","30","28","0.517","Enigma","Skywrath Mage"
"tiny","wisp","57","31","26","0.544","Tiny","Io"
"mirana","furion","57","34","23","0.596","Mirana","Natures Prophet"
"mirana","ember_spirit","57","31","26","0.544","Mirana","Ember Spirit"
"rattletrap","skywrath_mage","57","30","27","0.526","Clockwerk","Skywrath Mage"
"mirana","death_prophet","56","40","16","0.714","Mirana","Death Prophet"
"razor","doom_bringer","56","31","25","0.554","Razor","Doom"
"death_prophet","centaur","55","31","24","0.564","Death Prophet","Centaur Warrunner"
"razor","brewmaster","55","28","27","0.509","Razor","Brewmaster"
"doom_bringer","brewmaster","55","40","15","0.727","Doom","Brewmaster"
"earthshaker","faceless_void","55","27","28","0.491","Earthshaker","Faceless Void"
"batrider","brewmaster","55","26","29","0.473","Batrider","Brewmaster"
"razor","shadow_demon","54","30","24","0.556","Razor","Shadow Demon"
"tidehunter","viper","53","24","29","0.453","Tidehunter","Viper"
"razor","sand_king","53","35","18","0.660","Razor","Sand King"
"invoker","skywrath_mage","53","32","21","0.604","Invoker","Skywrath Mage"
"vengefulspirit","doom_bringer","52","28","24","0.538","Vengeful Spirit","Doom"
"tidehunter","shadow_demon","52","25","27","0.481","Tidehunter","Shadow Demon"
"tinker","skywrath_mage","52","23","29","0.442","Tinker","Skywrath Mage"
"razor","enigma","52","23","29","0.442","Razor","Enigma"
"razor","batrider","52","26","26","0.500","Razor","Batrider"
"earthshaker","furion","51","23","28","0.451","Earthshaker","Natures Prophet"
"shadow_shaman","enchantress","51","27","24","0.529","Shadow Shaman","Enchantress"
"faceless_void","ancient_apparition","51","24","27","0.471","Faceless Void","Ancient Apparition"
"vengefulspirit","skywrath_mage","50","16","34","0.320","Vengeful Spirit","Skywrath Mage"
"rubick","centaur","50","27","23","0.540","Rubick","Centaur Warrunner"
"viper","doom_bringer","50","21","29","0.420","Viper","Doom"
"earthshaker","brewmaster","49","27","22","0.551","Earthshaker","Brewmaster"
"mirana","naga_siren","49","29","20","0.592","Mirana","Naga Siren"
"earthshaker","centaur","49","22","27","0.449","Earthshaker","Centaur Warrunner"
"death_prophet","jakiro","49","30","19","0.612","Death Prophet","Jakiro"
"ancient_apparition","brewmaster","48","22","26","0.458","Ancient Apparition","Brewmaster"
"lycan","rubick","48","32","16","0.667","Lycan","Rubick"
"shadow_shaman","skeleton_king","48","20","28","0.417","Shadow Shaman","Wraith King"
"batrider","ancient_apparition","48","25","23","0.521","Batrider","Ancient Apparition"
"skeleton_king","furion","48","26","22","0.542","Wraith King","Natures Prophet"
"ancient_apparition","doom_bringer","48","25","23","0.521","Ancient Apparition","Doom"
"doom_bringer","ember_spirit","47","28","19","0.596","Doom","Ember Spirit"
"skeleton_king","batrider","46","22","24","0.478","Wraith King","Batrider"
"drow_ranger","visage","46","28","18","0.609","Drow Ranger","Visage"
"tidehunter","enigma","46","25","21","0.543","Tidehunter","Enigma"
"skeleton_king","viper","46","23","23","0.500","Wraith King","Viper"
"faceless_void","viper","45","28","17","0.622","Faceless Void","Viper"
"batrider","doom_bringer","45","23","22","0.511","Batrider","Doom"
"sand_king","viper","45","16","29","0.356","Sand King","Viper"
"puck","doom_bringer","45","27","18","0.600","Puck","Doom"
"viper","brewmaster","45","25","20","0.556","Viper","Brewmaster"
"faceless_void","rubick","45","21","24","0.467","Faceless Void","Rubick"
"wisp","skywrath_mage","44","21","23","0.477","Io","Skywrath Mage"
"jakiro","brewmaster","44","21","23","0.477","Jakiro","Brewmaster"
"tinker","faceless_void","44","21","23","0.477","Tinker","Faceless Void"
"morphling","shadow_shaman","44","27","17","0.614","Morphling","Shadow Shaman"
"vengefulspirit","furion","44","23","21","0.523","Vengeful Spirit","Natures Prophet"
"shadow_demon","centaur","44","21","23","0.477","Shadow Demon","Centaur Warrunner"
"razor","ancient_apparition","44","19","25","0.432","Razor","Ancient Apparition"
"vengefulspirit","brewmaster","44","22","22","0.500","Vengeful Spirit","Brewmaster"
"earthshaker","batrider","43","16","27","0.372","Earthshaker","Batrider"
"skeleton_king","brewmaster","43","23","20","0.535","Wraith King","Brewmaster"
"mirana","rubick","43","21","22","0.488","Mirana","Rubick"
"razor","jakiro","43","20","23","0.465","Razor","Jakiro"
"sand_king","furion","43","24","19","0.558","Sand King","Natures Prophet"
"skeleton_king","death_prophet","43","25","18","0.581","Wraith King","Death Prophet"
"batrider","shadow_demon","42","24","18","0.571","Batrider","Shadow Demon"
"furion","doom_bringer","42","21","21","0.500","Natures Prophet","Doom"
"brewmaster","shadow_demon","42","21","21","0.500","Brewmaster","Shadow Demon"
"skeleton_king","ancient_apparition","41","25","16","0.610","Wraith King","Ancient Apparition"
"death_prophet","rubick","41","23","18","0.561","Death Prophet","Rubick"
"bristleback","skywrath_mage","41","17","24","0.415","Bristleback","Skywrath Mage"
"death_prophet","furion","41","25","16","0.610","Death Prophet","Natures Prophet"
"doom_bringer","shadow_demon","41","21","20","0.512","Doom","Shadow Demon"
"tidehunter","skeleton_king","41","23","18","0.561","Tidehunter","Wraith King"
"puck","lycan","41","22","19","0.537","Puck","Lycan"
"enigma","faceless_void","40","20","20","0.500","Enigma","Faceless Void"
"invoker","centaur","40","21","19","0.525","Invoker","Centaur Warrunner"
"ancient_apparition","centaur","40","23","17","0.575","Ancient Apparition","Centaur Warrunner"
"sand_king","faceless_void","40","18","22","0.450","Sand King","Faceless Void"
"death_prophet","doom_bringer","40","25","15","0.625","Death Prophet","Doom"
"viper","batrider","40","18","22","0.450","Viper","Batrider"
"lich","brewmaster","40","19","21","0.475","Lich","Brewmaster"
"mirana","vengefulspirit","40","21","19","0.525","Mirana","Vengeful Spirit"
"shadow_shaman","skywrath_mage","40","19","21","0.475","Shadow Shaman","Skywrath Mage"
"tidehunter","enchantress","40","23","17","0.575","Tidehunter","Enchantress"
"furion","ember_spirit","40","17","23","0.425","Natures Prophet","Ember Spirit"
"furion","ancient_apparition","40","18","22","0.450","Natures Prophet","Ancient Apparition"
"tidehunter","jakiro","40","17","23","0.425","Tidehunter","Jakiro"
"invoker","shadow_demon","39","18","21","0.462","Invoker","Shadow Demon"
"morphling","lich","39","25","14","0.641","Morphling","Lich"
"mirana","tinker","39","20","19","0.513","Mirana","Tinker"
"razor","invoker","39","17","22","0.436","Razor","Invoker"
"earthshaker","tinker","39","17","22","0.436","Earthshaker","Tinker"
"furion","jakiro","39","22","17","0.564","Natures Prophet","Jakiro"
"faceless_void","ember_spirit","39","25","14","0.641","Faceless Void","Ember Spirit"
"mirana","enigma","38","26","12","0.684","Mirana","Enigma"
"faceless_void","jakiro","38","16","22","0.421","Faceless Void","Jakiro"
"tidehunter","rubick","38","16","22","0.421","Tidehunter","Rubick"
"mirana","sand_king","38","23","15","0.605","Mirana","Sand King"
"razor","rattletrap","37","19","18","0.514","Razor","Clockwerk"
"viper","shadow_demon","37","17","20","0.459","Viper","Shadow Demon"
"skeleton_king","doom_bringer","37","25","12","0.676","Wraith King","Doom"
"tidehunter","ancient_apparition","37","21","16","0.568","Tidehunter","Ancient Apparition"
"vengefulspirit","viper","37","16","21","0.432","Vengeful Spirit","Viper"
"vengefulspirit","death_prophet","37","24","13","0.649","Vengeful Spirit","Death Prophet"
"invoker","rubick","37","13","24","0.351","Invoker","Rubick"
"sand_king","brewmaster","37","20","17","0.541","Sand King","Brewmaster"
"jakiro","skywrath_mage","36","17","19","0.472","Jakiro","Skywrath Mage"
"earthshaker","invoker","36","19","17","0.528","Earthshaker","Invoker"
"earthshaker","tidehunter","36","11","25","0.306","Earthshaker","Tidehunter"
"mirana","lycan","36","22","14","0.611","Mirana","Lycan"
"shadow_shaman","lycan","35","21","14","0.600","Shadow Shaman","Lycan"
"brewmaster","centaur","35","16","19","0.457","Brewmaster","Centaur Warrunner"
"death_prophet","batrider","35","20","15","0.571","Death Prophet","Batrider"
"faceless_void","skeleton_king","35","14","21","0.400","Faceless Void","Wraith King"
"earthshaker","ember_spirit","35","19","16","0.543","Earthshaker","Ember Spirit"
"faceless_void","furion","35","18","17","0.514","Faceless Void","Natures Prophet"
"shadow_shaman","ancient_apparition","35","15","20","0.429","Shadow Shaman","Ancient Apparition"
"skeleton_king","rubick","35","20","15","0.571","Wraith King","Rubick"
"skeleton_king","invoker","35","19","16","0.543","Wraith King","Invoker"
"death_prophet","shadow_demon","35","16","19","0.457","Death Prophet","Shadow Demon"
"shadow_shaman","bristleback","35","19","16","0.543","Shadow Shaman","Bristleback"
"tidehunter","brewmaster","34","13","21","0.382","Tidehunter","Brewmaster"
"weaver","skywrath_mage","34","14","20","0.412","Weaver","Skywrath Mage"
"mirana","ancient_apparition","34","22","12","0.647","Mirana","Ancient Apparition"
"enchantress","brewmaster","34","18","16","0.529","Enchantress","Brewmaster"
"razor","vengefulspirit","34","16","18","0.471","Razor","Vengeful Spirit"
"enigma","brewmaster","34","19","15","0.559","Enigma","Brewmaster"
"jakiro","doom_bringer","34","18","16","0.529","Jakiro","Doom"
"enigma","death_prophet","34","18","16","0.529","Enigma","Death Prophet"
"tidehunter","invoker","33","15","18","0.455","Tidehunter","Invoker"
"doom_bringer","centaur","33","18","15","0.545","Doom","Centaur Warrunner"
"death_prophet","ancient_apparition","33","15","18","0.455","Death Prophet","Ancient Apparition"
"doom_bringer","treant","33","19","14","0.576","Doom","Treant Protector"
"shadow_shaman","tinker","33","12","21","0.364","Shadow Shaman","Tinker"
"death_prophet","brewmaster","33","23","10","0.697","Death Prophet","Brewmaster"
"sand_king","ancient_apparition","33","16","17","0.485","Sand King","Ancient Apparition"
"doom_bringer","invoker","33","13","20","0.394","Doom","Invoker"
"enigma","furion","33","14","19","0.424","Enigma","Natures Prophet"
"sand_king","doom_bringer","33","17","16","0.515","Sand King","Doom"
"razor","tinker","32","13","19","0.406","Razor","Tinker"
"shadow_shaman","rattletrap","32","18","14","0.563","Shadow Shaman","Clockwerk"
"shadow_shaman","lich","32","19","13","0.594","Shadow Shaman","Lich"
"centaur","ember_spirit","32","13","19","0.406","Centaur Warrunner","Ember Spirit"
"viper","treant","32","18","14","0.563","Viper","Treant Protector"
"bane","razor","32","12","20","0.375","Bane","Razor"
"mirana","rattletrap","32","19","13","0.594","Mirana","Clockwerk"
"leshrac","shadow_demon","31","13","18","0.419","Leshrac","Shadow Demon"
"razor","lich","31","11","20","0.355","Razor","Lich"
"naga_siren","skywrath_mage","31","20","11","0.645","Naga Siren","Skywrath Mage"
"razor","treant","31","18","13","0.581","Razor","Treant Protector"
"razor","witch_doctor","31","15","16","0.484","Razor","Witch Doctor"
"wisp","centaur","31","15","16","0.484","Io","Centaur Warrunner"
"tinker","rubick","31","14","17","0.452","Tinker","Rubick"
"tidehunter","ember_spirit","31","14","17","0.452","Tidehunter","Ember Spirit"
"vengefulspirit","lycan","31","17","14","0.548","Vengeful Spirit","Lycan"
"death_prophet","viper","31","21","10","0.677","Death Prophet","Viper"
"morphling","tidehunter","31","17","14","0.548","Morphling","Tidehunter"
"earthshaker","ancient_apparition","31","16","15","0.516","Earthshaker","Ancient Apparition"
"razor","ember_spirit","31","15","16","0.484","Razor","Ember Spirit"
"enigma","viper","30","12","18","0.400","Enigma","Viper"
"enchantress","rubick","30","14","16","0.467","Enchantress","Rubick"
"shadow_shaman","jakiro","30","10","20","0.333","Shadow Shaman","Jakiro"
"sand_king","tidehunter","30","14","16","0.467","Sand King","Tidehunter"
"lich","centaur","30","16","14","0.533","Lich","Centaur Warrunner"
"morphling","skywrath_mage","30","16","14","0.533","Morphling","Skywrath Mage"
"tidehunter","tinker","30","10","20","0.333","Tidehunter","Tinker"
"vengefulspirit","tidehunter","30","13","17","0.433","Vengeful Spirit","Tidehunter"
"sand_king","invoker","30","12","18","0.400","Sand King","Invoker"
"razor","death_prophet","29","17","12","0.586","Razor","Death Prophet"
"vengefulspirit","centaur","29","14","15","0.483","Vengeful Spirit","Centaur Warrunner"
"tinker","jakiro","29","12","17","0.414","Tinker","Jakiro"
"dazzle","shadow_demon","29","12","17","0.414","Dazzle","Shadow Demon"
"puck","razor","29","13","16","0.448","Puck","Razor"
"batrider","invoker","29","10","19","0.345","Batrider","Invoker"
"tidehunter","lycan","29","16","13","0.552","Tidehunter","Lycan"
"tidehunter","doom_bringer","29","20","9","0.690","Tidehunter","Doom"
"furion","enchantress","29","14","15","0.483","Natures Prophet","Enchantress"
"tidehunter","faceless_void","29","14","15","0.483","Tidehunter","Faceless Void"
"bane","brewmaster","29","14","15","0.483","Bane","Brewmaster"
"enigma","batrider","29","20","9","0.690","Enigma","Batrider"
"ancient_apparition","invoker","29","17","12","0.586","Ancient Apparition","Invoker"
"rubick","naga_siren","28","12","16","0.429","Rubick","Naga Siren"
"mirana","treant","28","13","15","0.464","Mirana","Treant Protector"
"batrider","ember_spirit","28","9","19","0.321","Batrider","Ember Spirit"
"lycan","skywrath_mage","28","20","8","0.714","Lycan","Skywrath Mage"
"vengefulspirit","faceless_void","28","18","10","0.643","Vengeful Spirit","Faceless Void"
