"Hero","Hero","Games","W","L","Win %","Name","Name"
"nevermore","vengefulspirit","30","16","14","0.533","Shadow Fiend","Vengeful Spirit"
"vengefulspirit","windrunner","30","17","13","0.567","Vengeful Spirit","Windranger"
"gyrocopter","rubick","30","22","8","0.733","Gyrocopter","Rubick"
"vengefulspirit","abaddon","30","17","13","0.567","Vengeful Spirit","Abaddon"
"tusk","oracle","30","18","12","0.600","Tusk","Oracle"
"vengefulspirit","slardar","29","15","14","0.517","Vengeful Spirit","Slardar"
"templar_assassin","gyrocopter","29","16","13","0.552","Templar Assassin","Gyrocopter"
"slardar","queenofpain","29","16","13","0.552","Slardar","Queen of Pain"
"dark_seer","invoker","29","19","10","0.655","Dark Seer","Invoker"
"dark_seer","ember_spirit","29","15","14","0.517","Dark Seer","Ember Spirit"
"queenofpain","disruptor","29","13","16","0.448","Queen of Pain","Disruptor"
"queenofpain","spirit_breaker","28","17","11","0.607","Queen of Pain","Spirit Breaker"
"night_stalker","gyrocopter","28","15","13","0.536","Night Stalker","Gyrocopter"
"viper","tusk","28","9","19","0.321","Viper","Tusk"
"bane","lina","28","16","12","0.571","Bane","Lina"
"earthshaker","invoker","28","14","14","0.500","Earthshaker","Invoker"
"earthshaker","tusk","28","10","18","0.357","Earthshaker","Tusk"
"tiny","wisp","28","19","9","0.679","Tiny","Io"
"dazzle","dark_seer","28","13","15","0.464","Dazzle","Dark Seer"
"queenofpain","undying","28","14","14","0.500","Queen of Pain","Undying"
"witch_doctor","gyrocopter","28","15","13","0.536","Witch Doctor","Gyrocopter"
"dazzle","ember_spirit","28","14","14","0.500","Dazzle","Ember Spirit"
"dragon_knight","gyrocopter","27","13","14","0.481","Dragon Knight","Gyrocopter"
"templar_assassin","tusk","27","18","9","0.667","Templar Assassin","Tusk"
"ancient_apparition","invoker","27","13","14","0.481","Ancient Apparition","Invoker"
"juggernaut","queenofpain","27","15","12","0.556","Juggernaut","Queen of Pain"
"invoker","disruptor","27","15","12","0.556","Invoker","Disruptor"
"undying","tusk","26","11","15","0.423","Undying","Tusk"
"shadow_shaman","queenofpain","26","14","12","0.538","Shadow Shaman","Queen of Pain"
"queenofpain","dark_seer","26","14","12","0.538","Queen of Pain","Dark Seer"
"earthshaker","nevermore","25","12","13","0.480","Earthshaker","Shadow Fiend"
"bane","ancient_apparition","25","10","15","0.400","Bane","Ancient Apparition"
"bane","ember_spirit","25","13","12","0.520","Bane","Ember Spirit"
"vengefulspirit","dragon_knight","25","14","11","0.560","Vengeful Spirit","Dragon Knight"
"dark_seer","spirit_breaker","25","19","6","0.760","Dark Seer","Spirit Breaker"
"earthshaker","juggernaut","25","14","11","0.560","Earthshaker","Juggernaut"
