"Hero","Hero","Games","W","L","Win %","Name","Name"
"earthshaker","skywrath_mage","130","68","62","0.523","Earthshaker","Skywrath Mage"
"tidehunter","wisp","63","33","30","0.524","Tidehunter","Io"
"nevermore","lion","166","87","79","0.524","Shadow Fiend","Lion"
"vengefulspirit","ancient_apparition","135","71","64","0.526","Vengeful Spirit","Ancient Apparition"
"storm_spirit","batrider","74","39","35","0.527","Storm Spirit","Batrider"
"nevermore","troll_warlord","157","83","74","0.529","Shadow Fiend","Troll Warlord"
"earthshaker","batrider","117","62","55","0.530","Earthshaker","Batrider"
"earthshaker","nevermore","134","71","63","0.530","Earthshaker","Shadow Fiend"
"juggernaut","troll_warlord","124","66","58","0.532","Juggernaut","Troll Warlord"
"lina","troll_warlord","92","49","43","0.533","Lina","Troll Warlord"
"dazzle","troll_warlord","73","39","34","0.534","Dazzle","Troll Warlord"
"storm_spirit","witch_doctor","69","37","32","0.536","Storm Spirit","Witch Doctor"
"vengefulspirit","queenofpain","140","75","65","0.536","Vengeful Spirit","Queen of Pain"
"nevermore","bristleback","82","44","38","0.537","Shadow Fiend","Bristleback"
"lion","phoenix","82","44","38","0.537","Lion","Phoenix"
"tidehunter","skywrath_mage","78","42","36","0.538","Tidehunter","Skywrath Mage"
"storm_spirit","queenofpain","106","57","49","0.538","Storm Spirit","Queen of Pain"
"zuus","batrider","76","41","35","0.539","Zeus","Batrider"
"lion","dazzle","89","48","41","0.539","Lion","Dazzle"
"earthshaker","viper","63","34","29","0.540","Earthshaker","Viper"
"zuus","rattletrap","63","34","29","0.540","Zeus","Clockwerk"
"vengefulspirit","slark","100","54","46","0.540","Vengeful Spirit","Slark"
"vengefulspirit","rattletrap","137","74","63","0.540","Vengeful Spirit","Clockwerk"
"tiny","lion","61","33","28","0.541","Tiny","Lion"
"batrider","disruptor","61","33","28","0.541","Batrider","Disruptor"
"sniper","troll_warlord","122","66","56","0.541","Sniper","Troll Warlord"
"batrider","ancient_apparition","59","32","27","0.542","Batrider","Ancient Apparition"
"earthshaker","witch_doctor","107","58","49","0.542","Earthshaker","Witch Doctor"
"vengefulspirit","tidehunter","92","50","42","0.543","Vengeful Spirit","Tidehunter"
"lion","ancient_apparition","105","57","48","0.543","Lion","Ancient Apparition"
"vengefulspirit","ember_spirit","97","53","44","0.546","Vengeful Spirit","Ember Spirit"
"zuus","skywrath_mage","86","47","39","0.547","Zeus","Skywrath Mage"
"lion","disruptor","93","51","42","0.548","Lion","Disruptor"
"earthshaker","queenofpain","146","80","66","0.548","Earthshaker","Queen of Pain"
"lion","witch_doctor","166","91","75","0.548","Lion","Witch Doctor"
"sniper","queenofpain","111","61","50","0.550","Sniper","Queen of Pain"
"viper","skywrath_mage","76","42","34","0.553","Viper","Skywrath Mage"
"lion","silencer","61","34","27","0.557","Lion","Silencer"
"juggernaut","queenofpain","111","62","49","0.559","Juggernaut","Queen of Pain"
"storm_spirit","lina","75","42","33","0.560","Storm Spirit","Lina"
"queenofpain","wisp","66","37","29","0.561","Queen of Pain","Io"
"juggernaut","sniper","66","37","29","0.561","Juggernaut","Sniper"
"batrider","bristleback","62","35","27","0.565","Batrider","Bristleback"
"brewmaster","skywrath_mage","83","47","36","0.566","Brewmaster","Skywrath Mage"
"lion","ember_spirit","60","34","26","0.567","Lion","Ember Spirit"
"nevermore","spirit_breaker","60","34","26","0.567","Shadow Fiend","Spirit Breaker"
"slark","skywrath_mage","58","33","25","0.569","Slark","Skywrath Mage"
"wisp","skywrath_mage","65","37","28","0.569","Io","Skywrath Mage"
"rattletrap","skywrath_mage","86","49","37","0.570","Clockwerk","Skywrath Mage"
"earthshaker","dazzle","70","40","30","0.571","Earthshaker","Dazzle"
"axe","bristleback","75","43","32","0.573","Axe","Bristleback"
"batrider","troll_warlord","106","61","45","0.575","Batrider","Troll Warlord"
"vengefulspirit","medusa","66","38","28","0.576","Vengeful Spirit","Medusa"
"vengefulspirit","disruptor","91","53","38","0.582","Vengeful Spirit","Disruptor"
"sniper","rattletrap","108","63","45","0.583","Sniper","Clockwerk"
"lina","witch_doctor","89","52","37","0.584","Lina","Witch Doctor"
"troll_warlord","skywrath_mage","118","69","49","0.585","Troll Warlord","Skywrath Mage"
"queenofpain","bristleback","58","34","24","0.586","Queen of Pain","Bristleback"
"vengefulspirit","skywrath_mage","285","167","118","0.586","Vengeful Spirit","Skywrath Mage"
"lion","bristleback","92","54","38","0.587","Lion","Bristleback"
"juggernaut","wisp","68","40","28","0.588","Juggernaut","Io"
"lion","medusa","61","36","25","0.590","Lion","Medusa"
"lina","skywrath_mage","71","42","29","0.592","Lina","Skywrath Mage"
"juggernaut","dazzle","69","41","28","0.594","Juggernaut","Dazzle"
"sniper","rubick","62","37","25","0.597","Sniper","Rubick"
"lion","tidehunter","67","40","27","0.597","Lion","Tidehunter"
"rattletrap","batrider","72","43","29","0.597","Clockwerk","Batrider"
"queenofpain","phoenix","65","39","26","0.600","Queen of Pain","Phoenix"
"nevermore","skywrath_mage","90","54","36","0.600","Shadow Fiend","Skywrath Mage"
"juggernaut","nevermore","140","84","56","0.600","Juggernaut","Shadow Fiend"
"juggernaut","storm_spirit","88","53","35","0.602","Juggernaut","Storm Spirit"
"storm_spirit","bristleback","58","35","23","0.603","Storm Spirit","Bristleback"
"zuus","troll_warlord","69","42","27","0.609","Zeus","Troll Warlord"
"sniper","slark","59","36","23","0.610","Sniper","Slark"
"juggernaut","brewmaster","59","36","23","0.610","Juggernaut","Brewmaster"
"dazzle","skywrath_mage","67","41","26","0.612","Dazzle","Skywrath Mage"
"juggernaut","zuus","85","52","33","0.612","Juggernaut","Zeus"
"juggernaut","slark","70","43","27","0.614","Juggernaut","Slark"
"juggernaut","witch_doctor","83","51","32","0.614","Juggernaut","Witch Doctor"
"vengefulspirit","ogre_magi","76","47","29","0.618","Vengeful Spirit","Ogre Magi"
"juggernaut","bristleback","76","47","29","0.618","Juggernaut","Bristleback"
"vengefulspirit","viper","76","47","29","0.618","Vengeful Spirit","Viper"
"troll_warlord","bristleback","85","53","32","0.624","Troll Warlord","Bristleback"
"earthshaker","bristleback","88","55","33","0.625","Earthshaker","Bristleback"
"vengefulspirit","silencer","62","39","23","0.629","Vengeful Spirit","Silencer"
"juggernaut","skywrath_mage","135","85","50","0.630","Juggernaut","Skywrath Mage"
"lion","slark","79","50","29","0.633","Lion","Slark"
"ancient_apparition","skywrath_mage","85","54","31","0.635","Ancient Apparition","Skywrath Mage"
"wisp","bristleback","66","42","24","0.636","Io","Bristleback"
"nevermore","slark","58","37","21","0.638","Shadow Fiend","Slark"
"vengefulspirit","invoker","61","39","22","0.639","Vengeful Spirit","Invoker"
"juggernaut","ancient_apparition","86","55","31","0.640","Juggernaut","Ancient Apparition"
"juggernaut","phoenix","62","40","22","0.645","Juggernaut","Phoenix"
"juggernaut","lina","85","55","30","0.647","Juggernaut","Lina"
"juggernaut","rattletrap","101","66","35","0.653","Juggernaut","Clockwerk"
"lina","phoenix","60","40","20","0.667","Lina","Phoenix"
"vengefulspirit","faceless_void","86","58","28","0.674","Vengeful Spirit","Faceless Void"
"chen","skywrath_mage","60","41","19","0.683","Chen","Skywrath Mage"
