"Hero","Hero","Games","W","L","Win %","Name","Name"
"ancient_apparition","treant","81","40","41","0.494","Ancient Apparition","Treant Protector"
"dark_seer","invoker","79","39","40","0.494","Dark Seer","Invoker"
"shadow_shaman","doom_bringer","101","50","51","0.495","Shadow Shaman","Doom"
"brewmaster","skywrath_mage","147","73","74","0.497","Brewmaster","Skywrath Mage"
"centaur","skywrath_mage","120","60","60","0.500","Centaur Warrunner","Skywrath Mage"
"ancient_apparition","invoker","86","43","43","0.500","Ancient Apparition","Invoker"
"ancient_apparition","skywrath_mage","82","41","41","0.500","Ancient Apparition","Skywrath Mage"
"dazzle","shadow_demon","58","29","29","0.500","Dazzle","Shadow Demon"
"weaver","batrider","56","28","28","0.500","Weaver","Batrider"
"shadow_shaman","faceless_void","101","51","50","0.505","Shadow Shaman","Faceless Void"
"mirana","rubick","178","90","88","0.506","Mirana","Rubick"
"shadow_shaman","tidehunter","81","41","40","0.506","Shadow Shaman","Tidehunter"
"furion","ancient_apparition","81","41","40","0.506","Natures Prophet","Ancient Apparition"
"faceless_void","furion","71","36","35","0.507","Faceless Void","Natures Prophet"
"invoker","wisp","61","31","30","0.508","Invoker","Io"
"doom_bringer","rubick","114","58","56","0.509","Doom","Rubick"
"mirana","morphling","106","54","52","0.509","Mirana","Morphling"
"ancient_apparition","shadow_demon","96","49","47","0.510","Ancient Apparition","Shadow Demon"
"mirana","disruptor","82","42","40","0.512","Mirana","Disruptor"
"dark_seer","shadow_demon","74","38","36","0.514","Dark Seer","Shadow Demon"
"tidehunter","ancient_apparition","70","36","34","0.514","Tidehunter","Ancient Apparition"
"viper","shadow_demon","64","33","31","0.516","Viper","Shadow Demon"
"tidehunter","viper","64","33","31","0.516","Tidehunter","Viper"
"shadow_shaman","skeleton_king","87","45","42","0.517","Shadow Shaman","Wraith King"
"morphling","rubick","58","30","28","0.517","Morphling","Rubick"
"mirana","skeleton_king","112","58","54","0.518","Mirana","Wraith King"
"mirana","death_prophet","85","44","41","0.518","Mirana","Death Prophet"
"invoker","shadow_demon","85","44","41","0.518","Invoker","Shadow Demon"
"batrider","ember_spirit","56","29","27","0.518","Batrider","Ember Spirit"
"faceless_void","shadow_demon","56","29","27","0.518","Faceless Void","Shadow Demon"
"razor","skywrath_mage","158","82","76","0.519","Razor","Skywrath Mage"
"furion","brewmaster","79","41","38","0.519","Natures Prophet","Brewmaster"
"tidehunter","faceless_void","96","50","46","0.521","Tidehunter","Faceless Void"
"mirana","wisp","73","38","35","0.521","Mirana","Io"
"mirana","faceless_void","90","47","43","0.522","Mirana","Faceless Void"
"rattletrap","centaur","67","35","32","0.522","Clockwerk","Centaur Warrunner"
"batrider","slark","67","35","32","0.522","Batrider","Slark"
"death_prophet","doom_bringer","63","33","30","0.524","Death Prophet","Doom"
"earthshaker","tidehunter","63","33","30","0.524","Earthshaker","Tidehunter"
"shadow_shaman","viper","101","53","48","0.525","Shadow Shaman","Viper"
"vengefulspirit","skywrath_mage","80","42","38","0.525","Vengeful Spirit","Skywrath Mage"
"tidehunter","skeleton_king","61","32","29","0.525","Tidehunter","Wraith King"
"puck","ancient_apparition","59","31","28","0.525","Puck","Ancient Apparition"
"jakiro","centaur","57","30","27","0.526","Jakiro","Centaur Warrunner"
"shadow_demon","ember_spirit","57","30","27","0.526","Shadow Demon","Ember Spirit"
"mirana","nyx_assassin","57","30","27","0.526","Mirana","Nyx Assassin"
"mirana","furion","161","85","76","0.528","Mirana","Natures Prophet"
"batrider","shadow_demon","127","67","60","0.528","Batrider","Shadow Demon"
"furion","invoker","102","54","48","0.529","Natures Prophet","Invoker"
"mirana","doom_bringer","158","84","74","0.532","Mirana","Doom"
"tidehunter","doom_bringer","79","42","37","0.532","Tidehunter","Doom"
"doom_bringer","treant","73","39","34","0.534","Doom","Treant Protector"
"razor","invoker","58","31","27","0.534","Razor","Invoker"
"brewmaster","ember_spirit","58","31","27","0.534","Brewmaster","Ember Spirit"
"doom_bringer","brewmaster","144","77","67","0.535","Doom","Brewmaster"
"sand_king","ember_spirit","56","30","26","0.536","Sand King","Ember Spirit"
"brewmaster","shadow_demon","56","30","26","0.536","Brewmaster","Shadow Demon"
"mirana","brewmaster","136","73","63","0.537","Mirana","Brewmaster"
"tidehunter","rubick","123","66","57","0.537","Tidehunter","Rubick"
"mirana","dragon_knight","93","50","43","0.538","Mirana","Dragon Knight"
"dark_seer","centaur","65","35","30","0.538","Dark Seer","Centaur Warrunner"
"mirana","tidehunter","126","68","58","0.540","Mirana","Tidehunter"
"mirana","viper","135","73","62","0.541","Mirana","Viper"
"mirana","ancient_apparition","155","84","71","0.542","Mirana","Ancient Apparition"
"doom_bringer","centaur","107","58","49","0.542","Doom","Centaur Warrunner"
"mirana","sand_king","147","80","67","0.544","Mirana","Sand King"
"enigma","skywrath_mage","57","31","26","0.544","Enigma","Skywrath Mage"
"enigma","doom_bringer","57","31","26","0.544","Enigma","Doom"
"mirana","centaur","187","102","85","0.545","Mirana","Centaur Warrunner"
"enigma","rubick","55","30","25","0.545","Enigma","Rubick"
"furion","dark_seer","55","30","25","0.545","Natures Prophet","Dark Seer"
"shadow_shaman","rubick","141","77","64","0.546","Shadow Shaman","Rubick"
"brewmaster","rubick","84","46","38","0.548","Brewmaster","Rubick"
"mirana","shadow_shaman","133","73","60","0.549","Mirana","Shadow Shaman"
"razor","shadow_shaman","111","61","50","0.550","Razor","Shadow Shaman"
"batrider","nyx_assassin","78","43","35","0.551","Batrider","Nyx Assassin"
"mirana","puck","105","58","47","0.552","Mirana","Puck"
"furion","batrider","74","41","33","0.554","Natures Prophet","Batrider"
"mirana","rattletrap","74","41","33","0.554","Mirana","Clockwerk"
"mirana","enigma","65","36","29","0.554","Mirana","Enigma"
"viper","invoker","81","45","36","0.556","Viper","Invoker"
"puck","centaur","79","44","35","0.557","Puck","Centaur Warrunner"
"shadow_shaman","treant","70","39","31","0.557","Shadow Shaman","Treant Protector"
"invoker","brewmaster","86","48","38","0.558","Invoker","Brewmaster"
"mirana","batrider","159","89","70","0.560","Mirana","Batrider"
"batrider","doom_bringer","100","56","44","0.560","Batrider","Doom"
"furion","shadow_demon","84","47","37","0.560","Natures Prophet","Shadow Demon"
"razor","batrider","75","42","33","0.560","Razor","Batrider"
"doom_bringer","skywrath_mage","107","60","47","0.561","Doom","Skywrath Mage"
"tidehunter","batrider","89","50","39","0.562","Tidehunter","Batrider"
"furion","skywrath_mage","103","58","45","0.563","Natures Prophet","Skywrath Mage"
"batrider","skywrath_mage","87","49","38","0.563","Batrider","Skywrath Mage"
"shadow_shaman","ancient_apparition","87","49","38","0.563","Shadow Shaman","Ancient Apparition"
"mirana","skywrath_mage","172","97","75","0.564","Mirana","Skywrath Mage"
"razor","doom_bringer","92","52","40","0.565","Razor","Doom"
"razor","brewmaster","83","47","36","0.566","Razor","Brewmaster"
"mirana","invoker","157","89","68","0.567","Mirana","Invoker"
"death_prophet","brewmaster","60","34","26","0.567","Death Prophet","Brewmaster"
"treant","rubick","81","46","35","0.568","Treant Protector","Rubick"
"tidehunter","wisp","58","33","25","0.569","Tidehunter","Io"
"rubick","centaur","134","77","57","0.575","Rubick","Centaur Warrunner"
"mirana","slark","80","46","34","0.575","Mirana","Slark"
"sand_king","viper","59","34","25","0.576","Sand King","Viper"
"shadow_shaman","ember_spirit","59","34","25","0.576","Shadow Shaman","Ember Spirit"
"skeleton_king","batrider","57","33","24","0.579","Wraith King","Batrider"
"death_prophet","viper","69","40","29","0.580","Death Prophet","Viper"
"skeleton_king","skywrath_mage","98","57","41","0.582","Wraith King","Skywrath Mage"
"shadow_shaman","batrider","84","49","35","0.583","Shadow Shaman","Batrider"
"sand_king","centaur","94","55","39","0.585","Sand King","Centaur Warrunner"
"puck","invoker","58","34","24","0.586","Puck","Invoker"
"batrider","centaur","104","61","43","0.587","Batrider","Centaur Warrunner"
"skeleton_king","centaur","92","54","38","0.587","Wraith King","Centaur Warrunner"
"razor","centaur","80","47","33","0.588","Razor","Centaur Warrunner"
"furion","rubick","90","53","37","0.589","Natures Prophet","Rubick"
"mirana","tinker","56","33","23","0.589","Mirana","Tinker"
"doom_bringer","invoker","111","66","45","0.595","Doom","Invoker"
"mirana","lich","75","45","30","0.600","Mirana","Lich"
"wisp","centaur","58","35","23","0.603","Io","Centaur Warrunner"
"death_prophet","skywrath_mage","114","69","45","0.605","Death Prophet","Skywrath Mage"
"shadow_demon","skywrath_mage","86","52","34","0.605","Shadow Demon","Skywrath Mage"
"skeleton_king","ancient_apparition","81","49","32","0.605","Wraith King","Ancient Apparition"
"mirana","jakiro","56","34","22","0.607","Mirana","Jakiro"
"skeleton_king","viper","64","39","25","0.609","Wraith King","Viper"
"mirana","razor","111","68","43","0.613","Mirana","Razor"
"viper","centaur","81","50","31","0.617","Viper","Centaur Warrunner"
"furion","centaur","131","81","50","0.618","Natures Prophet","Centaur Warrunner"
"skeleton_king","invoker","77","48","29","0.623","Wraith King","Invoker"
"skeleton_king","shadow_demon","83","52","31","0.627","Wraith King","Shadow Demon"
"templar_assassin","invoker","67","42","25","0.627","Templar Assassin","Invoker"
"doom_bringer","shadow_demon","78","49","29","0.628","Doom","Shadow Demon"
"mirana","shadow_demon","155","98","57","0.632","Mirana","Shadow Demon"
"mirana","vengefulspirit","77","49","28","0.636","Mirana","Vengeful Spirit"
"morphling","invoker","66","42","24","0.636","Morphling","Invoker"
"mirana","dark_seer","94","60","34","0.638","Mirana","Dark Seer"
"death_prophet","centaur","69","45","24","0.652","Death Prophet","Centaur Warrunner"
"mirana","ember_spirit","81","53","28","0.654","Mirana","Ember Spirit"
"mirana","dazzle","101","67","34","0.663","Mirana","Dazzle"
"mirana","weaver","75","50","25","0.667","Mirana","Weaver"
"treant","centaur","77","56","21","0.727","Treant Protector","Centaur Warrunner"
