"Hero","Hero","Games","W","L","Win %","Name","Name"
"weaver","rubick","86","37","49","0.430","Weaver","Rubick"
"life_stealer","alchemist","58","25","33","0.431","Lifestealer","Alchemist"
"earthshaker","rattletrap","44","19","25","0.432","Earthshaker","Clockwerk"
"crystal_maiden","venomancer","164","71","93","0.433","Crystal Maiden","Venomancer"
"crystal_maiden","pugna","60","26","34","0.433","Crystal Maiden","Pugna"
"puck","rattletrap","71","31","40","0.437","Puck","Clockwerk"
"earthshaker","weaver","32","14","18","0.438","Earthshaker","Weaver"
"pugna","furion","32","14","18","0.438","Pugna","Natures Prophet"
"pugna","visage","41","18","23","0.439","Pugna","Visage"
"mirana","lich","41","18","23","0.439","Mirana","Lich"
"luna","chen","41","18","23","0.439","Luna","Chen"
"windrunner","alchemist","50","22","28","0.440","Windranger","Alchemist"
"shredder","elder_titan","50","22","28","0.440","Timbersaw","Elder Titan"
"mirana","nyx_assassin","54","24","30","0.444","Mirana","Nyx Assassin"
"puck","shredder","36","16","20","0.444","Puck","Timbersaw"
"weaver","chen","36","16","20","0.444","Weaver","Chen"
"crystal_maiden","furion","112","50","62","0.446","Crystal Maiden","Natures Prophet"
"crystal_maiden","earthshaker","56","25","31","0.446","Crystal Maiden","Earthshaker"
"puck","venomancer","51","23","28","0.451","Puck","Venomancer"
"rattletrap","visage","126","57","69","0.452","Clockwerk","Visage"
"mirana","visage","106","48","58","0.453","Mirana","Visage"
"alchemist","nyx_assassin","44","20","24","0.455","Alchemist","Nyx Assassin"
"weaver","visage","92","42","50","0.457","Weaver","Visage"
"venomancer","rubick","70","32","38","0.457","Venomancer","Rubick"
"shredder","bristleback","46","21","25","0.457","Timbersaw","Bristleback"
"doom_bringer","visage","35","16","19","0.457","Doom","Visage"
"crystal_maiden","dragon_knight","72","33","39","0.458","Crystal Maiden","Dragon Knight"
"windrunner","rattletrap","74","34","40","0.459","Windranger","Clockwerk"
"alchemist","elder_titan","61","28","33","0.459","Alchemist","Elder Titan"
"rattletrap","rubick","100","46","54","0.460","Clockwerk","Rubick"
"crystal_maiden","clinkz","39","18","21","0.462","Crystal Maiden","Clinkz"
"luna","rubick","54","25","29","0.463","Luna","Rubick"
"visage","elder_titan","71","33","38","0.465","Visage","Elder Titan"
"mirana","invoker","43","20","23","0.465","Mirana","Invoker"
"furion","alchemist","62","29","33","0.468","Natures Prophet","Alchemist"
"visage","bristleback","62","29","33","0.468","Visage","Bristleback"
"mirana","enchantress","47","22","25","0.468","Mirana","Enchantress"
"obsidian_destroyer","rubick","47","22","25","0.468","Outworld Devourer","Rubick"
"luna","alchemist","49","23","26","0.469","Luna","Alchemist"
"rattletrap","shredder","115","54","61","0.470","Clockwerk","Timbersaw"
"mirana","venomancer","85","40","45","0.471","Mirana","Venomancer"
"rattletrap","life_stealer","85","40","45","0.471","Clockwerk","Lifestealer"
"lich","shredder","34","16","18","0.471","Lich","Timbersaw"
"furion","bounty_hunter","36","17","19","0.472","Natures Prophet","Bounty Hunter"
"windrunner","chen","36","17","19","0.472","Windranger","Chen"
"weaver","shredder","36","17","19","0.472","Weaver","Timbersaw"
"crystal_maiden","rubick","205","97","108","0.473","Crystal Maiden","Rubick"
"crystal_maiden","enchantress","55","26","29","0.473","Crystal Maiden","Enchantress"
"rattletrap","weaver","78","37","41","0.474","Clockwerk","Weaver"
"crystal_maiden","lone_druid","38","18","20","0.474","Crystal Maiden","Lone Druid"
"mirana","bristleback","38","18","20","0.474","Mirana","Bristleback"
"storm_spirit","rubick","40","19","21","0.475","Storm Spirit","Rubick"
"furion","nyx_assassin","40","19","21","0.475","Natures Prophet","Nyx Assassin"
"earthshaker","rubick","42","20","22","0.476","Earthshaker","Rubick"
"crystal_maiden","alchemist","132","63","69","0.477","Crystal Maiden","Alchemist"
"windrunner","shredder","44","21","23","0.477","Windranger","Timbersaw"
"bane","rattletrap","44","21","23","0.477","Bane","Clockwerk"
"mirana","obsidian_destroyer","44","21","23","0.477","Mirana","Outworld Devourer"
"windrunner","weaver","46","22","24","0.478","Windranger","Weaver"
"weaver","alchemist","46","22","24","0.478","Weaver","Alchemist"
"mirana","dragon_knight","50","24","26","0.480","Mirana","Dragon Knight"
"venomancer","chen","58","28","30","0.483","Venomancer","Chen"
"venomancer","furion","58","28","30","0.483","Venomancer","Natures Prophet"
"luna","visage","64","31","33","0.484","Luna","Visage"
"rattletrap","shadow_demon","33","16","17","0.485","Clockwerk","Shadow Demon"
"dragon_knight","nyx_assassin","37","18","19","0.486","Dragon Knight","Nyx Assassin"
"life_stealer","batrider","39","19","20","0.487","Lifestealer","Batrider"
"crystal_maiden","chen","88","43","45","0.489","Crystal Maiden","Chen"
"rattletrap","nyx_assassin","45","22","23","0.489","Clockwerk","Nyx Assassin"
"crystal_maiden","bounty_hunter","61","30","31","0.492","Crystal Maiden","Bounty Hunter"
"venomancer","alchemist","73","36","37","0.493","Venomancer","Alchemist"
"visage","shredder","83","41","42","0.494","Visage","Timbersaw"
"bane","visage","56","28","28","0.500","Bane","Visage"
"invoker","shredder","48","24","24","0.500","Invoker","Timbersaw"
"crystal_maiden","bristleback","46","23","23","0.500","Crystal Maiden","Bristleback"
"nyx_assassin","shredder","44","22","22","0.500","Nyx Assassin","Timbersaw"
"lich","visage","44","22","22","0.500","Lich","Visage"
"rubick","naga_siren","42","21","21","0.500","Rubick","Naga Siren"
"alchemist","naga_siren","40","20","20","0.500","Alchemist","Naga Siren"
"storm_spirit","alchemist","36","18","18","0.500","Storm Spirit","Alchemist"
"venomancer","invoker","36","18","18","0.500","Venomancer","Invoker"
"alchemist","bristleback","36","18","18","0.500","Alchemist","Bristleback"
"rattletrap","doom_bringer","34","17","17","0.500","Clockwerk","Doom"
"dragon_knight","weaver","32","16","16","0.500","Dragon Knight","Weaver"
"crystal_maiden","mirana","155","78","77","0.503","Crystal Maiden","Mirana"
"alchemist","shredder","63","32","31","0.508","Alchemist","Timbersaw"
"lich","venomancer","49","25","24","0.510","Lich","Venomancer"
"nyx_assassin","visage","47","24","23","0.511","Nyx Assassin","Visage"
"crystal_maiden","lion","45","23","22","0.511","Crystal Maiden","Lion"
"invoker","rubick","43","22","21","0.512","Invoker","Rubick"
"chen","rubick","43","22","21","0.512","Chen","Rubick"
"alchemist","visage","105","54","51","0.514","Alchemist","Visage"
"dragon_knight","rattletrap","72","37","35","0.514","Dragon Knight","Clockwerk"
"batrider","visage","35","18","17","0.514","Batrider","Visage"
"crystal_maiden","nyx_assassin","66","34","32","0.515","Crystal Maiden","Nyx Assassin"
"mirana","shredder","66","34","32","0.515","Mirana","Timbersaw"
"luna","nyx_assassin","33","17","16","0.515","Luna","Nyx Assassin"
"venomancer","visage","124","64","60","0.516","Venomancer","Visage"
"bane","crystal_maiden","60","31","29","0.517","Bane","Crystal Maiden"
"crystal_maiden","weaver","81","42","39","0.519","Crystal Maiden","Weaver"
"invoker","visage","52","27","25","0.519","Invoker","Visage"
"lich","rattletrap","46","24","22","0.522","Lich","Clockwerk"
"luna","rattletrap","65","34","31","0.523","Luna","Clockwerk"
"alchemist","obsidian_destroyer","42","22","20","0.524","Alchemist","Outworld Devourer"
"crystal_maiden","visage","221","116","105","0.525","Crystal Maiden","Visage"
"crystal_maiden","rattletrap","198","104","94","0.525","Crystal Maiden","Clockwerk"
"crystal_maiden","life_stealer","122","64","58","0.525","Crystal Maiden","Lifestealer"
"chen","visage","76","40","36","0.526","Chen","Visage"
"mirana","weaver","76","40","36","0.526","Mirana","Weaver"
"rattletrap","obsidian_destroyer","38","20","18","0.526","Clockwerk","Outworld Devourer"
"crystal_maiden","doom_bringer","53","28","25","0.528","Crystal Maiden","Doom"
"storm_spirit","dragon_knight","36","19","17","0.528","Storm Spirit","Dragon Knight"
"venomancer","bounty_hunter","36","19","17","0.528","Venomancer","Bounty Hunter"
"bane","rubick","36","19","17","0.528","Bane","Rubick"
"earthshaker","mirana","34","18","16","0.529","Earthshaker","Mirana"
"mirana","life_stealer","66","35","31","0.530","Mirana","Lifestealer"
"venomancer","weaver","64","34","30","0.531","Venomancer","Weaver"
"furion","life_stealer","49","26","23","0.531","Natures Prophet","Lifestealer"
"rattletrap","enchantress","43","23","20","0.535","Clockwerk","Enchantress"
"crystal_maiden","batrider","54","29","25","0.537","Crystal Maiden","Batrider"
"dragon_knight","visage","52","28","24","0.538","Dragon Knight","Visage"
"dragon_knight","shredder","39","21","18","0.538","Dragon Knight","Timbersaw"
"bane","venomancer","37","20","17","0.541","Bane","Venomancer"
"venomancer","enchantress","37","20","17","0.541","Venomancer","Enchantress"
"crystal_maiden","windrunner","92","50","42","0.543","Crystal Maiden","Windranger"
"rubick","nyx_assassin","70","38","32","0.543","Rubick","Nyx Assassin"
"luna","gyrocopter","35","19","16","0.543","Luna","Gyrocopter"
"shadow_demon","rubick","44","24","20","0.545","Shadow Demon","Rubick"
"crystal_maiden","enigma","33","18","15","0.545","Crystal Maiden","Enigma"
"mirana","rattletrap","137","75","62","0.547","Mirana","Clockwerk"
"furion","shredder","53","29","24","0.547","Natures Prophet","Timbersaw"
"furion","visage","73","40","33","0.548","Natures Prophet","Visage"
"storm_spirit","venomancer","40","22","18","0.550","Storm Spirit","Venomancer"
"rattletrap","gyrocopter","40","22","18","0.550","Clockwerk","Gyrocopter"
"viper","rattletrap","40","22","18","0.550","Viper","Clockwerk"
"bounty_hunter","visage","47","26","21","0.553","Bounty Hunter","Visage"
"lich","rubick","38","21","17","0.553","Lich","Rubick"
"crystal_maiden","shredder","117","65","52","0.556","Crystal Maiden","Timbersaw"
"rubick","shredder","63","35","28","0.556","Rubick","Timbersaw"
"clinkz","visage","36","20","16","0.556","Clinkz","Visage"
"viper","rubick","34","19","15","0.559","Viper","Rubick"
"dragon_knight","rubick","55","31","24","0.564","Dragon Knight","Rubick"
"mirana","gyrocopter","46","26","20","0.565","Mirana","Gyrocopter"
"puck","rubick","37","21","16","0.568","Puck","Rubick"
"venomancer","shredder","63","36","27","0.571","Venomancer","Timbersaw"
"rattletrap","dark_seer","42","24","18","0.571","Clockwerk","Dark Seer"
"bounty_hunter","rubick","38","22","16","0.579","Bounty Hunter","Rubick"
"life_stealer","rubick","50","29","21","0.580","Lifestealer","Rubick"
"pugna","rattletrap","43","25","18","0.581","Pugna","Clockwerk"
"chen","alchemist","48","28","20","0.583","Chen","Alchemist"
"luna","life_stealer","53","31","22","0.585","Luna","Lifestealer"
"venomancer","rattletrap","109","64","45","0.587","Venomancer","Clockwerk"
"furion","bristleback","46","27","19","0.587","Natures Prophet","Bristleback"
"bane","life_stealer","51","30","21","0.588","Bane","Lifestealer"
"crystal_maiden","leshrac","34","20","14","0.588","Crystal Maiden","Leshrac"
"crystal_maiden","gyrocopter","61","36","25","0.590","Crystal Maiden","Gyrocopter"
"crystal_maiden","shadow_demon","59","35","24","0.593","Crystal Maiden","Shadow Demon"
"chen","shredder","47","28","19","0.596","Chen","Timbersaw"
"furion","weaver","53","32","21","0.604","Natures Prophet","Weaver"
"venomancer","pugna","38","23","15","0.605","Venomancer","Pugna"
"rubick","bristleback","38","23","15","0.605","Rubick","Bristleback"
"dragon_knight","life_stealer","38","23","15","0.605","Dragon Knight","Lifestealer"
"venomancer","bristleback","33","20","13","0.606","Venomancer","Bristleback"
"storm_spirit","rattletrap","56","34","22","0.607","Storm Spirit","Clockwerk"
"life_stealer","shredder","56","34","22","0.607","Lifestealer","Timbersaw"
"crystal_maiden","puck","69","42","27","0.609","Crystal Maiden","Puck"
"rattletrap","naga_siren","46","28","18","0.609","Clockwerk","Naga Siren"
"crystal_maiden","viper","41","25","16","0.610","Crystal Maiden","Viper"
"venomancer","life_stealer","72","44","28","0.611","Venomancer","Lifestealer"
"mirana","puck","54","33","21","0.611","Mirana","Puck"
"alchemist","rubick","86","53","33","0.616","Alchemist","Rubick"
"dragon_knight","alchemist","55","34","21","0.618","Dragon Knight","Alchemist"
"furion","rubick","66","41","25","0.621","Natures Prophet","Rubick"
"venomancer","nyx_assassin","35","22","13","0.629","Venomancer","Nyx Assassin"
"alchemist","invoker","46","29","17","0.630","Alchemist","Invoker"
"luna","shredder","41","26","15","0.634","Luna","Timbersaw"
"luna","furion","39","25","14","0.641","Luna","Natures Prophet"
"gyrocopter","alchemist","34","22","12","0.647","Gyrocopter","Alchemist"
"crystal_maiden","naga_siren","78","51","27","0.654","Crystal Maiden","Naga Siren"
"bounty_hunter","naga_siren","32","21","11","0.656","Bounty Hunter","Naga Siren"
"mirana","windrunner","62","41","21","0.661","Mirana","Windranger"
"crystal_maiden","obsidian_destroyer","57","38","19","0.667","Crystal Maiden","Outworld Devourer"
"storm_spirit","weaver","36","24","12","0.667","Storm Spirit","Weaver"
"gyrocopter","rubick","37","25","12","0.676","Gyrocopter","Rubick"
"storm_spirit","windrunner","34","23","11","0.676","Storm Spirit","Windranger"
"crystal_maiden","dark_seer","35","24","11","0.686","Crystal Maiden","Dark Seer"
"venomancer","naga_siren","43","30","13","0.698","Venomancer","Naga Siren"
"luna","weaver","38","30","8","0.789","Luna","Weaver"
"storm_spirit","shredder","38","30","8","0.789","Storm Spirit","Timbersaw"
