"Hero","Hero","Games","W","L","Win %","Name","Name"
"rubick","visage","232","107","125","0.461","Rubick","Visage"
"dark_seer","lone_druid","110","51","59","0.464","Dark Seer","Lone Druid"
"rattletrap","rubick","133","62","71","0.466","Clockwerk","Rubick"
"lone_druid","rubick","73","34","39","0.466","Lone Druid","Rubick"
"furion","dark_seer","227","106","121","0.467","Natures Prophet","Dark Seer"
"furion","bounty_hunter","75","35","40","0.467","Natures Prophet","Bounty Hunter"
"dragon_knight","alchemist","109","51","58","0.468","Dragon Knight","Alchemist"
"queenofpain","gyrocopter","81","38","43","0.469","Queen of Pain","Gyrocopter"
"jakiro","naga_siren","64","30","34","0.469","Jakiro","Naga Siren"
"jakiro","shadow_demon","64","30","34","0.469","Jakiro","Shadow Demon"
"furion","life_stealer","172","81","91","0.471","Natures Prophet","Lifestealer"
"shadow_demon","rubick","153","72","81","0.471","Shadow Demon","Rubick"
"crystal_maiden","chen","85","40","45","0.471","Crystal Maiden","Chen"
"naga_siren","shredder","68","32","36","0.471","Naga Siren","Timbersaw"
"enchantress","visage","68","32","36","0.471","Enchantress","Visage"
"keeper_of_the_light","visage","89","42","47","0.472","Keeper of the Light","Visage"
"queenofpain","rubick","110","52","58","0.473","Queen of Pain","Rubick"
"rattletrap","life_stealer","114","54","60","0.474","Clockwerk","Lifestealer"
"wisp","visage","97","46","51","0.474","Io","Visage"
"windrunner","nyx_assassin","57","27","30","0.474","Windranger","Nyx Assassin"
"dark_seer","naga_siren","143","68","75","0.476","Dark Seer","Naga Siren"
"naga_siren","abaddon","63","30","33","0.476","Naga Siren","Abaddon"
"life_stealer","weaver","235","112","123","0.477","Lifestealer","Weaver"
"obsidian_destroyer","nyx_assassin","86","41","45","0.477","Outworld Devourer","Nyx Assassin"
"bane","puck","65","31","34","0.477","Bane","Puck"
"life_stealer","visage","186","89","97","0.478","Lifestealer","Visage"
"gyrocopter","wisp","69","33","36","0.478","Gyrocopter","Io"
"weaver","visage","242","116","126","0.479","Weaver","Visage"
"dragon_knight","chen","71","34","37","0.479","Dragon Knight","Chen"
"naga_siren","wisp","71","34","37","0.479","Naga Siren","Io"
"queenofpain","alchemist","71","34","37","0.479","Queen of Pain","Alchemist"
"naga_siren","keeper_of_the_light","71","34","37","0.479","Naga Siren","Keeper of the Light"
"life_stealer","gyrocopter","152","73","79","0.480","Lifestealer","Gyrocopter"
"bane","furion","100","48","52","0.480","Bane","Natures Prophet"
"bane","gyrocopter","58","28","30","0.483","Bane","Gyrocopter"
"queenofpain","life_stealer","95","46","49","0.484","Queen of Pain","Lifestealer"
"furion","obsidian_destroyer","91","44","47","0.484","Natures Prophet","Outworld Devourer"
"dragon_knight","naga_siren","91","44","47","0.484","Dragon Knight","Naga Siren"
"obsidian_destroyer","lone_druid","62","30","32","0.484","Outworld Devourer","Lone Druid"
"weaver","rubick","270","131","139","0.485","Weaver","Rubick"
"bane","naga_siren","66","32","34","0.485","Bane","Naga Siren"
"life_stealer","naga_siren","185","90","95","0.486","Lifestealer","Naga Siren"
"alchemist","nyx_assassin","105","51","54","0.486","Alchemist","Nyx Assassin"
"rubick","nyx_assassin","209","102","107","0.488","Rubick","Nyx Assassin"
"puck","chen","86","42","44","0.488","Puck","Chen"
"rubick","naga_siren","192","94","98","0.490","Rubick","Naga Siren"
"furion","jakiro","100","49","51","0.490","Natures Prophet","Jakiro"
"gyrocopter","nyx_assassin","106","52","54","0.491","Gyrocopter","Nyx Assassin"
"antimage","naga_siren","57","28","29","0.491","Anti Mage","Naga Siren"
"puck","weaver","122","60","62","0.492","Puck","Weaver"
"windrunner","life_stealer","65","32","33","0.492","Windranger","Lifestealer"
"weaver","keeper_of_the_light","63","31","32","0.492","Weaver","Keeper of the Light"
"nevermore","visage","61","30","31","0.492","Shadow Fiend","Visage"
"antimage","furion","59","29","30","0.492","Anti Mage","Natures Prophet"
"dragon_knight","visage","148","73","75","0.493","Dragon Knight","Visage"
"furion","naga_siren","134","66","68","0.493","Natures Prophet","Naga Siren"
"rattletrap","naga_siren","99","49","50","0.495","Clockwerk","Naga Siren"
"weaver","naga_siren","142","71","71","0.500","Weaver","Naga Siren"
"rattletrap","weaver","102","51","51","0.500","Clockwerk","Weaver"
"queenofpain","furion","86","43","43","0.500","Queen of Pain","Natures Prophet"
"windrunner","rubick","86","43","43","0.500","Windranger","Rubick"
"weaver","lone_druid","76","38","38","0.500","Weaver","Lone Druid"
"queenofpain","nyx_assassin","64","32","32","0.500","Queen of Pain","Nyx Assassin"
"naga_siren","visage","183","92","91","0.503","Naga Siren","Visage"
"gyrocopter","visage","165","83","82","0.503","Gyrocopter","Visage"
"dragon_knight","rubick","119","60","59","0.504","Dragon Knight","Rubick"
"crystal_maiden","visage","93","47","46","0.505","Crystal Maiden","Visage"
"bane","life_stealer","174","88","86","0.506","Bane","Lifestealer"
"furion","keeper_of_the_light","79","40","39","0.506","Natures Prophet","Keeper of the Light"
"bane","dark_seer","71","36","35","0.507","Bane","Dark Seer"
"bounty_hunter","visage","69","35","34","0.507","Bounty Hunter","Visage"
"storm_spirit","visage","63","32","31","0.508","Storm Spirit","Visage"
"bane","rubick","116","59","57","0.509","Bane","Rubick"
"crystal_maiden","gyrocopter","57","29","28","0.509","Crystal Maiden","Gyrocopter"
"batrider","naga_siren","104","53","51","0.510","Batrider","Naga Siren"
"alchemist","rubick","133","68","65","0.511","Alchemist","Rubick"
"dragon_knight","life_stealer","123","63","60","0.512","Dragon Knight","Lifestealer"
"rubick","keeper_of_the_light","84","43","41","0.512","Rubick","Keeper of the Light"
"lone_druid","visage","82","42","40","0.512","Lone Druid","Visage"
"rattletrap","shadow_demon","72","37","35","0.514","Clockwerk","Shadow Demon"
"rattletrap","dark_seer","136","70","66","0.515","Clockwerk","Dark Seer"
"dark_seer","shadow_demon","130","67","63","0.515","Dark Seer","Shadow Demon"
"crystal_maiden","naga_siren","66","34","32","0.515","Crystal Maiden","Naga Siren"
"chen","lone_druid","62","32","30","0.516","Chen","Lone Druid"
"puck","alchemist","87","45","42","0.517","Puck","Alchemist"
"weaver","alchemist","137","71","66","0.518","Weaver","Alchemist"
"batrider","visage","112","58","54","0.518","Batrider","Visage"
"rattletrap","nyx_assassin","83","43","40","0.518","Clockwerk","Nyx Assassin"
"life_stealer","nyx_assassin","135","70","65","0.519","Lifestealer","Nyx Assassin"
"puck","furion","98","51","47","0.520","Puck","Natures Prophet"
"weaver","wisp","75","39","36","0.520","Weaver","Io"
"batrider","shadow_demon","71","37","34","0.521","Batrider","Shadow Demon"
"furion","gyrocopter","161","84","77","0.522","Natures Prophet","Gyrocopter"
"puck","life_stealer","92","48","44","0.522","Puck","Lifestealer"
"sand_king","dark_seer","65","34","31","0.523","Sand King","Dark Seer"
"nyx_assassin","naga_siren","137","72","65","0.526","Nyx Assassin","Naga Siren"
"weaver","obsidian_destroyer","76","40","36","0.526","Weaver","Outworld Devourer"
"furion","alchemist","129","68","61","0.527","Natures Prophet","Alchemist"
"weaver","gyrocopter","157","83","74","0.529","Weaver","Gyrocopter"
"puck","naga_siren","98","52","46","0.531","Puck","Naga Siren"
"antimage","weaver","64","34","30","0.531","Anti Mage","Weaver"
"furion","shredder","79","42","37","0.532","Natures Prophet","Timbersaw"
"crystal_maiden","nyx_assassin","62","33","29","0.532","Crystal Maiden","Nyx Assassin"
"puck","rubick","120","64","56","0.533","Puck","Rubick"
"batrider","nyx_assassin","92","49","43","0.533","Batrider","Nyx Assassin"
"puck","batrider","90","48","42","0.533","Puck","Batrider"
"chen","obsidian_destroyer","60","32","28","0.533","Chen","Outworld Devourer"
"puck","gyrocopter","103","55","48","0.534","Puck","Gyrocopter"
"life_stealer","wisp","86","46","40","0.535","Lifestealer","Io"
"gyrocopter","lone_druid","71","38","33","0.535","Gyrocopter","Lone Druid"
"rubick","shredder","74","40","34","0.541","Rubick","Timbersaw"
"rattletrap","furion","131","71","60","0.542","Clockwerk","Natures Prophet"
"sand_king","rubick","72","39","33","0.542","Sand King","Rubick"
"life_stealer","dark_seer","186","101","85","0.543","Lifestealer","Dark Seer"
"rattletrap","jakiro","57","31","26","0.544","Clockwerk","Jakiro"
"crystal_maiden","furion","66","36","30","0.545","Crystal Maiden","Natures Prophet"
"razor","life_stealer","93","51","42","0.548","Razor","Lifestealer"
"treant","rubick","84","46","38","0.548","Treant Protector","Rubick"
"dragon_knight","furion","122","67","55","0.549","Dragon Knight","Natures Prophet"
"puck","dark_seer","113","62","51","0.549","Puck","Dark Seer"
"obsidian_destroyer","rubick","89","49","40","0.551","Outworld Devourer","Rubick"
"treant","visage","78","43","35","0.551","Treant Protector","Visage"
"storm_spirit","weaver","78","43","35","0.551","Storm Spirit","Weaver"
"queenofpain","shadow_demon","69","38","31","0.551","Queen of Pain","Shadow Demon"
"queenofpain","dark_seer","105","58","47","0.552","Queen of Pain","Dark Seer"
"dark_seer","keeper_of_the_light","67","37","30","0.552","Dark Seer","Keeper of the Light"
"windrunner","dark_seer","85","47","38","0.553","Windranger","Dark Seer"
"life_stealer","rubick","130","72","58","0.554","Lifestealer","Rubick"
"furion","rubick","180","100","80","0.556","Natures Prophet","Rubick"
"batrider","gyrocopter","81","45","36","0.556","Batrider","Gyrocopter"
"furion","lone_druid","88","49","39","0.557","Natures Prophet","Lone Druid"
"dragon_knight","rattletrap","70","39","31","0.557","Dragon Knight","Clockwerk"
"chen","gyrocopter","104","58","46","0.558","Chen","Gyrocopter"
"life_stealer","batrider","127","71","56","0.559","Lifestealer","Batrider"
"bane","weaver","68","38","30","0.559","Bane","Weaver"
"alchemist","shadow_demon","100","56","44","0.560","Alchemist","Shadow Demon"
"dragon_knight","nyx_assassin","123","69","54","0.561","Dragon Knight","Nyx Assassin"
"chen","naga_siren","105","59","46","0.562","Chen","Naga Siren"
"puck","queenofpain","80","45","35","0.563","Puck","Queen of Pain"
"gyrocopter","alchemist","117","66","51","0.564","Gyrocopter","Alchemist"
"life_stealer","lone_druid","69","39","30","0.565","Lifestealer","Lone Druid"
"batrider","rubick","83","47","36","0.566","Batrider","Rubick"
"furion","batrider","83","47","36","0.566","Natures Prophet","Batrider"
"crystal_maiden","rattletrap","60","34","26","0.567","Crystal Maiden","Clockwerk"
"vengefulspirit","rubick","60","34","26","0.567","Vengeful Spirit","Rubick"
"dragon_knight","jakiro","58","33","25","0.569","Dragon Knight","Jakiro"
"life_stealer","alchemist","135","77","58","0.570","Lifestealer","Alchemist"
"dragon_knight","shadow_demon","84","48","36","0.571","Dragon Knight","Shadow Demon"
"chen","visage","199","114","85","0.573","Chen","Visage"
"dragon_knight","dark_seer","117","67","50","0.573","Dragon Knight","Dark Seer"
"puck","shadow_demon","89","51","38","0.573","Puck","Shadow Demon"
"nyx_assassin","wisp","78","45","33","0.577","Nyx Assassin","Io"
"life_stealer","shadow_demon","116","67","49","0.578","Lifestealer","Shadow Demon"
"obsidian_destroyer","visage","102","59","43","0.578","Outworld Devourer","Visage"
"furion","weaver","145","84","61","0.579","Natures Prophet","Weaver"
"gyrocopter","obsidian_destroyer","67","39","28","0.582","Gyrocopter","Outworld Devourer"
"crystal_maiden","rubick","96","56","40","0.583","Crystal Maiden","Rubick"
"visage","shredder","89","52","37","0.584","Visage","Timbersaw"
"bane","shadow_demon","77","45","32","0.584","Bane","Shadow Demon"
"storm_spirit","furion","65","38","27","0.585","Storm Spirit","Natures Prophet"
"chen","keeper_of_the_light","82","49","33","0.598","Chen","Keeper of the Light"
"furion","shadow_demon","115","69","46","0.600","Natures Prophet","Shadow Demon"
"chen","rubick","129","78","51","0.605","Chen","Rubick"
"chen","nyx_assassin","129","78","51","0.605","Chen","Nyx Assassin"
"chen","alchemist","81","49","32","0.605","Chen","Alchemist"
"life_stealer","keeper_of_the_light","64","39","25","0.609","Lifestealer","Keeper of the Light"
"dragon_knight","weaver","111","68","43","0.613","Dragon Knight","Weaver"
"antimage","dark_seer","96","59","37","0.615","Anti Mage","Dark Seer"
"life_stealer","jakiro","78","48","30","0.615","Lifestealer","Jakiro"
"weaver","shadow_demon","86","53","33","0.616","Weaver","Shadow Demon"
"crystal_maiden","alchemist","63","39","24","0.619","Crystal Maiden","Alchemist"
"razor","rubick","63","39","24","0.619","Razor","Rubick"
"bounty_hunter","weaver","75","47","28","0.627","Bounty Hunter","Weaver"
"weaver","shredder","67","42","25","0.627","Weaver","Timbersaw"
"puck","rattletrap","70","44","26","0.629","Puck","Clockwerk"
"dragon_knight","batrider","65","41","24","0.631","Dragon Knight","Batrider"
"gyrocopter","shadow_demon","121","78","43","0.645","Gyrocopter","Shadow Demon"
"obsidian_destroyer","naga_siren","76","49","27","0.645","Outworld Devourer","Naga Siren"
"chen","shredder","62","40","22","0.645","Chen","Timbersaw"
"razor","obsidian_destroyer","83","54","29","0.651","Razor","Outworld Devourer"
"crystal_maiden","dark_seer","78","52","26","0.667","Crystal Maiden","Dark Seer"
"weaver","jakiro","72","49","23","0.681","Weaver","Jakiro"
"chen","shadow_demon","80","56","24","0.700","Chen","Shadow Demon"
