"Hero","Hero","Games","W","L","Win %","Name","Name"
"vengefulspirit","zuus","55","23","32","0.418","Vengeful Spirit","Zeus"
"vengefulspirit","rubick","55","33","22","0.600","Vengeful Spirit","Rubick"
"mirana","centaur","56","37","19","0.661","Mirana","Centaur Warrunner"
"jakiro","slark","56","29","27","0.518","Jakiro","Slark"
"death_prophet","ancient_apparition","56","33","23","0.589","Death Prophet","Ancient Apparition"
"faceless_void","centaur","56","30","26","0.536","Faceless Void","Centaur Warrunner"
"tidehunter","furion","56","36","20","0.643","Tidehunter","Natures Prophet"
"invoker","ogre_magi","56","28","28","0.500","Invoker","Ogre Magi"
"razor","witch_doctor","57","29","28","0.509","Razor","Witch Doctor"
"puck","slark","57","20","37","0.351","Puck","Slark"
"mirana","vengefulspirit","57","25","32","0.439","Mirana","Vengeful Spirit"
"centaur","ember_spirit","57","28","29","0.491","Centaur Warrunner","Ember Spirit"
"tidehunter","slark","57","31","26","0.544","Tidehunter","Slark"
"tidehunter","witch_doctor","57","31","26","0.544","Tidehunter","Witch Doctor"
"viper","jakiro","57","38","19","0.667","Viper","Jakiro"
"ogre_magi","naga_siren","58","24","34","0.414","Ogre Magi","Naga Siren"
"batrider","slark","58","28","30","0.483","Batrider","Slark"
"puck","razor","58","31","27","0.534","Puck","Razor"
"doom_bringer","ogre_magi","58","32","26","0.552","Doom","Ogre Magi"
"vengefulspirit","wisp","58","31","27","0.534","Vengeful Spirit","Io"
"earthshaker","brewmaster","59","21","38","0.356","Earthshaker","Brewmaster"
"puck","batrider","59","31","28","0.525","Puck","Batrider"
"tidehunter","doom_bringer","59","34","25","0.576","Tidehunter","Doom"
"jakiro","ember_spirit","60","27","33","0.450","Jakiro","Ember Spirit"
"puck","brewmaster","61","25","36","0.410","Puck","Brewmaster"
"naga_siren","skywrath_mage","61","32","29","0.525","Naga Siren","Skywrath Mage"
"faceless_void","jakiro","61","28","33","0.459","Faceless Void","Jakiro"
"medusa","skywrath_mage","61","38","23","0.623","Medusa","Skywrath Mage"
"tidehunter","viper","62","34","28","0.548","Tidehunter","Viper"
"earthshaker","razor","62","30","32","0.484","Earthshaker","Razor"
"furion","ogre_magi","62","31","31","0.500","Natures Prophet","Ogre Magi"
"disruptor","skywrath_mage","63","32","31","0.508","Disruptor","Skywrath Mage"
"visage","skywrath_mage","63","38","25","0.603","Visage","Skywrath Mage"
"lycan","ogre_magi","64","31","33","0.484","Lycan","Ogre Magi"
"puck","centaur","64","33","31","0.516","Puck","Centaur Warrunner"
"tidehunter","ember_spirit","64","28","36","0.438","Tidehunter","Ember Spirit"
"brewmaster","ember_spirit","65","33","32","0.508","Brewmaster","Ember Spirit"
"earthshaker","tidehunter","65","26","39","0.400","Earthshaker","Tidehunter"
"razor","jakiro","65","27","38","0.415","Razor","Jakiro"
"razor","death_prophet","66","23","43","0.348","Razor","Death Prophet"
"wisp","skywrath_mage","66","42","24","0.636","Io","Skywrath Mage"
"mirana","ogre_magi","66","39","27","0.591","Mirana","Ogre Magi"
"tidehunter","rubick","67","40","27","0.597","Tidehunter","Rubick"
"batrider","centaur","67","35","32","0.522","Batrider","Centaur Warrunner"
"witch_doctor","jakiro","68","20","48","0.294","Witch Doctor","Jakiro"
"death_prophet","centaur","69","43","26","0.623","Death Prophet","Centaur Warrunner"
"furion","centaur","69","37","32","0.536","Natures Prophet","Centaur Warrunner"
"invoker","skywrath_mage","69","37","32","0.536","Invoker","Skywrath Mage"
"ogre_magi","wisp","69","24","45","0.348","Ogre Magi","Io"
"death_prophet","jakiro","69","29","40","0.420","Death Prophet","Jakiro"
"lycan","skywrath_mage","70","48","22","0.686","Lycan","Skywrath Mage"
"earthshaker","centaur","70","38","32","0.543","Earthshaker","Centaur Warrunner"
"vengefulspirit","ancient_apparition","70","43","27","0.614","Vengeful Spirit","Ancient Apparition"
"razor","tidehunter","71","31","40","0.437","Razor","Tidehunter"
"jakiro","ancient_apparition","71","33","38","0.465","Jakiro","Ancient Apparition"
"ogre_magi","rubick","72","32","40","0.444","Ogre Magi","Rubick"
"jakiro","batrider","72","36","36","0.500","Jakiro","Batrider"
"puck","death_prophet","72","35","37","0.486","Puck","Death Prophet"
"razor","brewmaster","72","30","42","0.417","Razor","Brewmaster"
"slark","skywrath_mage","72","43","29","0.597","Slark","Skywrath Mage"
"tidehunter","elder_titan","73","28","45","0.384","Tidehunter","Elder Titan"
"razor","viper","74","30","44","0.405","Razor","Viper"
"doom_bringer","skywrath_mage","75","41","34","0.547","Doom","Skywrath Mage"
"jakiro","brewmaster","75","34","41","0.453","Jakiro","Brewmaster"
"skywrath_mage","ember_spirit","75","34","41","0.453","Skywrath Mage","Ember Spirit"
"vengefulspirit","brewmaster","76","43","33","0.566","Vengeful Spirit","Brewmaster"
"faceless_void","brewmaster","77","34","43","0.442","Faceless Void","Brewmaster"
"earthshaker","vengefulspirit","77","32","45","0.416","Earthshaker","Vengeful Spirit"
"vengefulspirit","viper","77","46","31","0.597","Vengeful Spirit","Viper"
"vengefulspirit","ember_spirit","78","46","32","0.590","Vengeful Spirit","Ember Spirit"
"tidehunter","ancient_apparition","78","39","39","0.500","Tidehunter","Ancient Apparition"
"batrider","brewmaster","79","28","51","0.354","Batrider","Brewmaster"
"sand_king","ogre_magi","79","32","47","0.405","Sand King","Ogre Magi"
"razor","centaur","80","37","43","0.463","Razor","Centaur Warrunner"
"tidehunter","batrider","80","45","35","0.563","Tidehunter","Batrider"
"razor","vengefulspirit","80","32","48","0.400","Razor","Vengeful Spirit"
"rubick","skywrath_mage","82","38","44","0.463","Rubick","Skywrath Mage"
"ogre_magi","slark","83","34","49","0.410","Ogre Magi","Slark"
"jakiro","centaur","83","52","31","0.627","Jakiro","Centaur Warrunner"
"jakiro","elder_titan","83","38","45","0.458","Jakiro","Elder Titan"
"faceless_void","ogre_magi","84","41","43","0.488","Faceless Void","Ogre Magi"
"shadow_demon","skywrath_mage","86","36","50","0.419","Shadow Demon","Skywrath Mage"
"death_prophet","brewmaster","87","38","49","0.437","Death Prophet","Brewmaster"
"puck","vengefulspirit","87","39","48","0.448","Puck","Vengeful Spirit"
"tidehunter","centaur","89","47","42","0.528","Tidehunter","Centaur Warrunner"
"tidehunter","faceless_void","89","46","43","0.517","Tidehunter","Faceless Void"
"skywrath_mage","elder_titan","90","36","54","0.400","Skywrath Mage","Elder Titan"
"vengefulspirit","elder_titan","90","50","40","0.556","Vengeful Spirit","Elder Titan"
"tidehunter","brewmaster","90","50","40","0.556","Tidehunter","Brewmaster"
"razor","ogre_magi","91","40","51","0.440","Razor","Ogre Magi"
"vengefulspirit","slark","91","48","43","0.527","Vengeful Spirit","Slark"
"vengefulspirit","death_prophet","91","48","43","0.527","Vengeful Spirit","Death Prophet"
"death_prophet","ogre_magi","93","47","46","0.505","Death Prophet","Ogre Magi"
"puck","jakiro","94","56","38","0.596","Puck","Jakiro"
"viper","ogre_magi","95","48","47","0.505","Viper","Ogre Magi"
"vengefulspirit","batrider","98","61","37","0.622","Vengeful Spirit","Batrider"
"furion","skywrath_mage","98","49","49","0.500","Natures Prophet","Skywrath Mage"
"tidehunter","jakiro","98","47","51","0.480","Tidehunter","Jakiro"
"puck","tidehunter","100","52","48","0.520","Puck","Tidehunter"
"ogre_magi","ember_spirit","101","45","56","0.446","Ogre Magi","Ember Spirit"
"ancient_apparition","ogre_magi","104","59","45","0.567","Ancient Apparition","Ogre Magi"
"ogre_magi","elder_titan","105","45","60","0.429","Ogre Magi","Elder Titan"
"earthshaker","ogre_magi","105","46","59","0.438","Earthshaker","Ogre Magi"
"witch_doctor","ogre_magi","106","55","51","0.519","Witch Doctor","Ogre Magi"
"vengefulspirit","centaur","107","71","36","0.664","Vengeful Spirit","Centaur Warrunner"
"earthshaker","skywrath_mage","109","47","62","0.431","Earthshaker","Skywrath Mage"
"batrider","ogre_magi","111","56","55","0.505","Batrider","Ogre Magi"
"mirana","skywrath_mage","113","75","38","0.664","Mirana","Skywrath Mage"
"vengefulspirit","tidehunter","113","64","49","0.566","Vengeful Spirit","Tidehunter"
"vengefulspirit","witch_doctor","114","63","51","0.553","Vengeful Spirit","Witch Doctor"
"puck","ogre_magi","115","55","60","0.478","Puck","Ogre Magi"
"faceless_void","skywrath_mage","115","64","51","0.557","Faceless Void","Skywrath Mage"
"viper","skywrath_mage","118","74","44","0.627","Viper","Skywrath Mage"
"centaur","skywrath_mage","119","56","63","0.471","Centaur Warrunner","Skywrath Mage"
"witch_doctor","skywrath_mage","122","63","59","0.516","Witch Doctor","Skywrath Mage"
"death_prophet","skywrath_mage","123","69","54","0.561","Death Prophet","Skywrath Mage"
"razor","skywrath_mage","124","65","59","0.524","Razor","Skywrath Mage"
"vengefulspirit","faceless_void","124","71","53","0.573","Vengeful Spirit","Faceless Void"
"batrider","skywrath_mage","124","68","56","0.548","Batrider","Skywrath Mage"
"ogre_magi","centaur","126","73","53","0.579","Ogre Magi","Centaur Warrunner"
"brewmaster","centaur","128","82","46","0.641","Brewmaster","Centaur Warrunner"
"brewmaster","ogre_magi","129","78","51","0.605","Brewmaster","Ogre Magi"
"vengefulspirit","jakiro","129","72","57","0.558","Vengeful Spirit","Jakiro"
"puck","skywrath_mage","132","77","55","0.583","Puck","Skywrath Mage"
"tidehunter","skywrath_mage","139","90","49","0.647","Tidehunter","Skywrath Mage"
"ancient_apparition","skywrath_mage","140","74","66","0.529","Ancient Apparition","Skywrath Mage"
"tidehunter","ogre_magi","158","82","76","0.519","Tidehunter","Ogre Magi"
"jakiro","ogre_magi","159","88","71","0.553","Jakiro","Ogre Magi"
"jakiro","skywrath_mage","166","102","64","0.614","Jakiro","Skywrath Mage"
"brewmaster","skywrath_mage","190","112","78","0.589","Brewmaster","Skywrath Mage"
"vengefulspirit","ogre_magi","228","129","99","0.566","Vengeful Spirit","Ogre Magi"
"vengefulspirit","skywrath_mage","256","153","103","0.598","Vengeful Spirit","Skywrath Mage"
"ogre_magi","skywrath_mage","259","157","102","0.606","Ogre Magi","Skywrath Mage"
