"Hero","Hero","Games","W","L","Win %","Name","Name"
"earthshaker","shadow_demon","39","23","16","0.590","Earthshaker","Shadow Demon"
"earthshaker","invoker","39","22","17","0.564","Earthshaker","Invoker"
"sand_king","skywrath_mage","39","23","16","0.590","Sand King","Skywrath Mage"
"vengefulspirit","shadow_shaman","39","22","17","0.564","Vengeful Spirit","Shadow Shaman"
"centaur","ember_spirit","39","20","19","0.513","Centaur Warrunner","Ember Spirit"
"puck","razor","39","15","24","0.385","Puck","Razor"
"puck","death_prophet","39","13","26","0.333","Puck","Death Prophet"
"witch_doctor","skywrath_mage","40","20","20","0.500","Witch Doctor","Skywrath Mage"
"furion","shadow_demon","40","23","17","0.575","Natures Prophet","Shadow Demon"
"razor","tinker","40","28","12","0.700","Razor","Tinker"
"batrider","invoker","40","16","24","0.400","Batrider","Invoker"
"tidehunter","ember_spirit","40","20","20","0.500","Tidehunter","Ember Spirit"
"skeleton_king","death_prophet","40","21","19","0.525","Wraith King","Death Prophet"
"shadow_shaman","witch_doctor","41","22","19","0.537","Shadow Shaman","Witch Doctor"
"puck","centaur","41","20","21","0.488","Puck","Centaur Warrunner"
"enigma","brewmaster","41","24","17","0.585","Enigma","Brewmaster"
"viper","ember_spirit","41","19","22","0.463","Viper","Ember Spirit"
"shadow_shaman","treant","41","24","17","0.585","Shadow Shaman","Treant Protector"
"razor","visage","41","13","28","0.317","Razor","Visage"
"bane","skywrath_mage","42","19","23","0.452","Bane","Skywrath Mage"
"doom_bringer","shadow_demon","42","23","19","0.548","Doom","Shadow Demon"
"furion","jakiro","42","28","14","0.667","Natures Prophet","Jakiro"
"doom_bringer","lycan","42","20","22","0.476","Doom","Lycan"
"sand_king","doom_bringer","42","15","27","0.357","Sand King","Doom"
"lycan","skywrath_mage","42","23","19","0.548","Lycan","Skywrath Mage"
"sand_king","furion","42","22","20","0.524","Sand King","Natures Prophet"
"earthshaker","centaur","43","18","25","0.419","Earthshaker","Centaur Warrunner"
"skeleton_king","furion","43","19","24","0.442","Wraith King","Natures Prophet"
"tidehunter","invoker","43","19","24","0.442","Tidehunter","Invoker"
"tidehunter","skeleton_king","43","21","22","0.488","Tidehunter","Wraith King"
"furion","invoker","44","21","23","0.477","Natures Prophet","Invoker"
"shadow_shaman","lycan","44","14","30","0.318","Shadow Shaman","Lycan"
"batrider","rubick","44","17","27","0.386","Batrider","Rubick"
"mirana","tinker","44","26","18","0.591","Mirana","Tinker"
"razor","jakiro","44","28","16","0.636","Razor","Jakiro"
"mirana","puck","44","22","22","0.500","Mirana","Puck"
"razor","enigma","44","20","24","0.455","Razor","Enigma"
"shadow_demon","rubick","45","20","25","0.444","Shadow Demon","Rubick"
"shadow_shaman","ember_spirit","45","24","21","0.533","Shadow Shaman","Ember Spirit"
"puck","brewmaster","45","18","27","0.400","Puck","Brewmaster"
"tinker","furion","45","19","26","0.422","Tinker","Natures Prophet"
"razor","ember_spirit","45","24","21","0.533","Razor","Ember Spirit"
"shadow_shaman","tinker","46","25","21","0.543","Shadow Shaman","Tinker"
"skywrath_mage","ember_spirit","46","24","22","0.522","Skywrath Mage","Ember Spirit"
"shadow_shaman","bristleback","46","28","18","0.609","Shadow Shaman","Bristleback"
"tidehunter","centaur","46","21","25","0.457","Tidehunter","Centaur Warrunner"
"shadow_shaman","jakiro","46","27","19","0.587","Shadow Shaman","Jakiro"
"sand_king","brewmaster","46","19","27","0.413","Sand King","Brewmaster"
"razor","vengefulspirit","46","27","19","0.587","Razor","Vengeful Spirit"
"mirana","jakiro","46","27","19","0.587","Mirana","Jakiro"
"faceless_void","jakiro","46","29","17","0.630","Faceless Void","Jakiro"
"tinker","brewmaster","47","15","32","0.319","Tinker","Brewmaster"
"skeleton_king","viper","47","29","18","0.617","Wraith King","Viper"
"jakiro","centaur","47","27","20","0.574","Jakiro","Centaur Warrunner"
"mirana","treant","47","20","27","0.426","Mirana","Treant Protector"
"mirana","ember_spirit","47","31","16","0.660","Mirana","Ember Spirit"
"sand_king","tidehunter","47","18","29","0.383","Sand King","Tidehunter"
"faceless_void","rubick","47","22","25","0.468","Faceless Void","Rubick"
"brewmaster","rubick","48","30","18","0.625","Brewmaster","Rubick"
"enigma","rubick","48","26","22","0.542","Enigma","Rubick"
"razor","invoker","48","25","23","0.521","Razor","Invoker"
"invoker","brewmaster","48","26","22","0.542","Invoker","Brewmaster"
"viper","invoker","48","25","23","0.521","Viper","Invoker"
"sand_king","shadow_shaman","48","22","26","0.458","Sand King","Shadow Shaman"
"enigma","doom_bringer","49","28","21","0.571","Enigma","Doom"
"faceless_void","shadow_demon","49","26","23","0.531","Faceless Void","Shadow Demon"
"mirana","sand_king","49","25","24","0.510","Mirana","Sand King"
"mirana","morphling","49","27","22","0.551","Mirana","Morphling"
"brewmaster","bristleback","49","24","25","0.490","Brewmaster","Bristleback"
"tinker","skywrath_mage","49","23","26","0.469","Tinker","Skywrath Mage"
"tidehunter","ancient_apparition","49","25","24","0.510","Tidehunter","Ancient Apparition"
"brewmaster","ember_spirit","50","27","23","0.540","Brewmaster","Ember Spirit"
"earthshaker","doom_bringer","50","20","30","0.400","Earthshaker","Doom"
"shadow_shaman","enigma","50","17","33","0.340","Shadow Shaman","Enigma"
"razor","ancient_apparition","50","23","27","0.460","Razor","Ancient Apparition"
"batrider","centaur","50","26","24","0.520","Batrider","Centaur Warrunner"
"mirana","ancient_apparition","50","29","21","0.580","Mirana","Ancient Apparition"
"earthshaker","batrider","50","30","20","0.600","Earthshaker","Batrider"
"death_prophet","rubick","50","24","26","0.480","Death Prophet","Rubick"
"viper","batrider","50","21","29","0.420","Viper","Batrider"
"sand_king","rubick","51","27","24","0.529","Sand King","Rubick"
"viper","centaur","51","28","23","0.549","Viper","Centaur Warrunner"
"furion","rubick","51","32","19","0.627","Natures Prophet","Rubick"
"skeleton_king","brewmaster","52","22","30","0.423","Wraith King","Brewmaster"
"furion","batrider","52","32","20","0.615","Natures Prophet","Batrider"
"batrider","shadow_demon","52","28","24","0.538","Batrider","Shadow Demon"
"vengefulspirit","batrider","53","25","28","0.472","Vengeful Spirit","Batrider"
"shadow_shaman","shadow_demon","53","26","27","0.491","Shadow Shaman","Shadow Demon"
"earthshaker","faceless_void","54","25","29","0.463","Earthshaker","Faceless Void"
"faceless_void","batrider","54","22","32","0.407","Faceless Void","Batrider"
"ancient_apparition","doom_bringer","54","23","31","0.426","Ancient Apparition","Doom"
"mirana","invoker","55","30","25","0.545","Mirana","Invoker"
"mirana","enigma","55","29","26","0.527","Mirana","Enigma"
"batrider","brewmaster","55","24","31","0.436","Batrider","Brewmaster"
"mirana","vengefulspirit","55","34","21","0.618","Mirana","Vengeful Spirit"
"tidehunter","viper","56","31","25","0.554","Tidehunter","Viper"
"viper","ancient_apparition","56","22","34","0.393","Viper","Ancient Apparition"
"enigma","skywrath_mage","56","31","25","0.554","Enigma","Skywrath Mage"
"viper","rubick","57","29","28","0.509","Viper","Rubick"
"death_prophet","brewmaster","57","33","24","0.579","Death Prophet","Brewmaster"
"shadow_shaman","death_prophet","57","21","36","0.368","Shadow Shaman","Death Prophet"
"mirana","skeleton_king","57","25","32","0.439","Mirana","Wraith King"
"tidehunter","doom_bringer","58","30","28","0.517","Tidehunter","Doom"
"earthshaker","death_prophet","58","24","34","0.414","Earthshaker","Death Prophet"
"death_prophet","furion","59","30","29","0.508","Death Prophet","Natures Prophet"
"shadow_shaman","invoker","59","29","30","0.492","Shadow Shaman","Invoker"
"shadow_shaman","ancient_apparition","59","34","25","0.576","Shadow Shaman","Ancient Apparition"
"rubick","centaur","59","35","24","0.593","Rubick","Centaur Warrunner"
"death_prophet","doom_bringer","59","30","29","0.508","Death Prophet","Doom"
"earthshaker","viper","59","26","33","0.441","Earthshaker","Viper"
"mirana","shadow_demon","60","36","24","0.600","Mirana","Shadow Demon"
"earthshaker","rubick","61","24","37","0.393","Earthshaker","Rubick"
"earthshaker","tidehunter","61","31","30","0.508","Earthshaker","Tidehunter"
"vengefulspirit","faceless_void","61","26","35","0.426","Vengeful Spirit","Faceless Void"
"furion","brewmaster","61","31","30","0.508","Natures Prophet","Brewmaster"
"earthshaker","skeleton_king","62","27","35","0.435","Earthshaker","Wraith King"
"doom_bringer","invoker","62","36","26","0.581","Doom","Invoker"
"death_prophet","centaur","62","40","22","0.645","Death Prophet","Centaur Warrunner"
"viper","doom_bringer","62","23","39","0.371","Viper","Doom"
"razor","batrider","63","36","27","0.571","Razor","Batrider"
"shadow_shaman","centaur","63","29","34","0.460","Shadow Shaman","Centaur Warrunner"
"shadow_shaman","skeleton_king","64","33","31","0.516","Shadow Shaman","Wraith King"
"tidehunter","batrider","64","33","31","0.516","Tidehunter","Batrider"
"razor","rubick","64","26","38","0.406","Razor","Rubick"
"death_prophet","viper","65","38","27","0.585","Death Prophet","Viper"
"tidehunter","furion","66","34","32","0.515","Tidehunter","Natures Prophet"
"faceless_void","skeleton_king","66","29","37","0.439","Faceless Void","Wraith King"
"faceless_void","furion","67","35","32","0.522","Faceless Void","Natures Prophet"
"doom_bringer","centaur","67","34","33","0.507","Doom","Centaur Warrunner"
"viper","furion","68","33","35","0.485","Viper","Natures Prophet"
"razor","furion","68","32","36","0.471","Razor","Natures Prophet"
"earthshaker","shadow_shaman","69","33","36","0.478","Earthshaker","Shadow Shaman"
"faceless_void","death_prophet","70","27","43","0.386","Faceless Void","Death Prophet"
"shadow_shaman","batrider","70","41","29","0.586","Shadow Shaman","Batrider"
"doom_bringer","rubick","72","36","36","0.500","Doom","Rubick"
"shadow_shaman","tidehunter","72","36","36","0.500","Shadow Shaman","Tidehunter"
"razor","centaur","72","39","33","0.542","Razor","Centaur Warrunner"
"earthshaker","furion","72","33","39","0.458","Earthshaker","Natures Prophet"
"faceless_void","centaur","73","36","37","0.493","Faceless Void","Centaur Warrunner"
"shadow_shaman","furion","73","36","37","0.493","Shadow Shaman","Natures Prophet"
"mirana","death_prophet","73","36","37","0.493","Mirana","Death Prophet"
"mirana","centaur","74","39","35","0.527","Mirana","Centaur Warrunner"
"batrider","doom_bringer","74","35","39","0.473","Batrider","Doom"
"invoker","skywrath_mage","74","33","41","0.446","Invoker","Skywrath Mage"
"mirana","rubick","74","36","38","0.486","Mirana","Rubick"
"razor","tidehunter","74","36","38","0.486","Razor","Tidehunter"
"shadow_shaman","doom_bringer","76","36","40","0.474","Shadow Shaman","Doom"
"earthshaker","mirana","76","32","44","0.421","Earthshaker","Mirana"
"skeleton_king","doom_bringer","77","34","43","0.442","Wraith King","Doom"
"viper","brewmaster","78","32","46","0.410","Viper","Brewmaster"
"faceless_void","doom_bringer","78","35","43","0.449","Faceless Void","Doom"
"vengefulspirit","skywrath_mage","78","41","37","0.526","Vengeful Spirit","Skywrath Mage"
"mirana","furion","78","42","36","0.538","Mirana","Natures Prophet"
"brewmaster","centaur","79","41","38","0.519","Brewmaster","Centaur Warrunner"
"shadow_demon","skywrath_mage","79","49","30","0.620","Shadow Demon","Skywrath Mage"
"ancient_apparition","skywrath_mage","79","41","38","0.519","Ancient Apparition","Skywrath Mage"
"furion","centaur","80","48","32","0.600","Natures Prophet","Centaur Warrunner"
"razor","brewmaster","80","45","35","0.563","Razor","Brewmaster"
"mirana","faceless_void","81","41","40","0.506","Mirana","Faceless Void"
"earthshaker","brewmaster","82","39","43","0.476","Earthshaker","Brewmaster"
"mirana","tidehunter","82","46","36","0.561","Mirana","Tidehunter"
"tidehunter","brewmaster","82","40","42","0.488","Tidehunter","Brewmaster"
"razor","doom_bringer","82","46","36","0.561","Razor","Doom"
"jakiro","skywrath_mage","84","36","48","0.429","Jakiro","Skywrath Mage"
"batrider","skywrath_mage","84","47","37","0.560","Batrider","Skywrath Mage"
"razor","faceless_void","85","41","44","0.482","Razor","Faceless Void"
"shadow_shaman","brewmaster","85","38","47","0.447","Shadow Shaman","Brewmaster"
"shadow_shaman","viper","85","45","40","0.529","Shadow Shaman","Viper"
"furion","doom_bringer","87","41","46","0.471","Natures Prophet","Doom"
"tidehunter","rubick","88","49","39","0.557","Tidehunter","Rubick"
"earthshaker","razor","90","41","49","0.456","Earthshaker","Razor"
"faceless_void","brewmaster","90","42","48","0.467","Faceless Void","Brewmaster"
"rubick","skywrath_mage","90","42","48","0.467","Rubick","Skywrath Mage"
"faceless_void","viper","90","43","47","0.478","Faceless Void","Viper"
"tidehunter","faceless_void","93","50","43","0.538","Tidehunter","Faceless Void"
"mirana","brewmaster","93","43","50","0.462","Mirana","Brewmaster"
"mirana","viper","93","50","43","0.538","Mirana","Viper"
"mirana","batrider","94","53","41","0.564","Mirana","Batrider"
"skeleton_king","skywrath_mage","96","56","40","0.583","Wraith King","Skywrath Mage"
"razor","death_prophet","98","46","52","0.469","Razor","Death Prophet"
"mirana","razor","100","64","36","0.640","Mirana","Razor"
"shadow_shaman","faceless_void","101","51","50","0.505","Shadow Shaman","Faceless Void"
"furion","skywrath_mage","101","57","44","0.564","Natures Prophet","Skywrath Mage"
"doom_bringer","brewmaster","102","53","49","0.520","Doom","Brewmaster"
"razor","viper","102","46","56","0.451","Razor","Viper"
"tidehunter","skywrath_mage","103","49","54","0.476","Tidehunter","Skywrath Mage"
"viper","skywrath_mage","104","48","56","0.462","Viper","Skywrath Mage"
"shadow_shaman","rubick","105","58","47","0.552","Shadow Shaman","Rubick"
"earthshaker","skywrath_mage","105","49","56","0.467","Earthshaker","Skywrath Mage"
"mirana","shadow_shaman","106","56","50","0.528","Mirana","Shadow Shaman"
"doom_bringer","skywrath_mage","107","60","47","0.561","Doom","Skywrath Mage"
"razor","shadow_shaman","108","58","50","0.537","Razor","Shadow Shaman"
"mirana","doom_bringer","110","60","50","0.545","Mirana","Doom"
"centaur","skywrath_mage","111","56","55","0.505","Centaur Warrunner","Skywrath Mage"
"faceless_void","skywrath_mage","112","53","59","0.473","Faceless Void","Skywrath Mage"
"death_prophet","skywrath_mage","113","69","44","0.611","Death Prophet","Skywrath Mage"
"brewmaster","skywrath_mage","145","71","74","0.490","Brewmaster","Skywrath Mage"
"razor","skywrath_mage","158","82","76","0.519","Razor","Skywrath Mage"
"mirana","skywrath_mage","160","89","71","0.556","Mirana","Skywrath Mage"
"shadow_shaman","skywrath_mage","177","86","91","0.486","Shadow Shaman","Skywrath Mage"
